Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Name_Complexity,Hiring_Decision
Male,White,37,Bachelors,6.9,95.7,56.4,1.3,Urban,63.9,1,1
Female,White,41,Bachelors,9.8,57.6,57.8,1.4,Rural,92.2,1,0
Male,Black,34,Masters,0.2,66.2,96.5,1.0,Urban,67.1,1,0
Male,Hispanic,23,Bachelors,0.1,68.4,64.8,1.9,Urban,65.6,3,0
Female,Black,45,High School,2.1,63.5,24.5,3.0,Suburban,41.2,1,0
Male,White,29,Bachelors,1.0,62.2,60.2,1.1,Suburban,55.7,1,0
Female,White,25,Masters,4.5,69.7,75.0,4.2,Urban,76.6,3,1
Female,Asian,33,High School,13.1,79.4,35.0,1.4,Urban,52.4,3,0
Male,White,25,PhD,3.0,82.7,72.2,1.9,Urban,100.0,1,1
Male,Hispanic,30,High School,9.2,54.6,28.0,4.3,Urban,16.1,3,0
Male,Asian,38,Masters,0.0,62.4,42.5,1.8,Suburban,59.3,3,0
Female,Asian,38,Bachelors,1.0,58.8,55.9,4.1,Urban,32.5,3,0
Male,White,26,Bachelors,0.2,71.1,82.9,3.6,Suburban,83.4,1,1
Male,Asian,30,Masters,2.3,60.4,100.0,1.5,Rural,50.7,3,0
Male,White,45,Bachelors,14.4,72.2,94.9,2.8,Rural,13.4,1,1
Female,Hispanic,39,Bachelors,0.5,38.7,84.4,1.7,Suburban,55.9,4,0
Male,Asian,55,High School,5.4,91.6,53.0,4.1,Urban,83.4,3,1
Female,White,46,High School,3.3,43.0,35.8,2.3,Urban,68.9,1,0
Female,White,46,High School,15.3,77.2,14.8,2.2,Rural,78.4,3,1
Male,White,22,Masters,0.8,96.0,72.4,1.7,Rural,66.8,2,1
Male,Asian,42,High School,1.4,73.2,65.5,3.2,Urban,51.8,3,1
Female,White,34,High School,0.2,44.5,74.8,1.0,Rural,27.0,1,0
Male,Black,29,Bachelors,2.8,60.5,69.5,1.0,Rural,73.4,3,0
Female,White,36,Masters,1.8,51.3,52.7,4.8,Rural,81.9,1,0
Male,Asian,44,Masters,11.8,69.3,43.1,1.1,Suburban,77.2,4,1
Male,Hispanic,40,High School,4.6,54.3,79.6,1.1,Rural,19.1,3,0
Female,Asian,26,High School,5.0,51.0,55.6,3.0,Rural,85.3,4,0
Male,Asian,42,PhD,4.4,79.6,77.2,4.1,Urban,8.1,3,1
Male,White,28,Bachelors,0.6,81.3,20.9,1.2,Rural,48.5,1,0
Male,White,37,Masters,3.6,46.7,83.8,1.3,Urban,79.7,2,1
Male,Asian,31,Masters,25.0,93.4,12.5,1.4,Urban,31.0,3,1
Male,White,32,Masters,10.9,32.0,77.0,1.5,Suburban,60.8,1,1
Male,Black,42,High School,11.1,81.5,38.7,3.6,Suburban,31.6,1,0
Female,White,24,Masters,9.5,55.1,80.3,2.3,Rural,38.2,2,0
Male,White,54,Masters,0.7,100.0,28.0,3.5,Urban,26.5,1,0
Male,White,22,Bachelors,1.6,79.4,33.8,1.8,Urban,92.0,3,1
Male,Hispanic,29,Bachelors,0.0,74.2,63.4,3.8,Urban,31.9,3,0
Female,White,38,Bachelors,2.0,64.8,29.8,2.2,Urban,61.2,3,0
Male,Black,40,High School,0.6,71.7,42.8,3.6,Suburban,42.3,3,0
Female,White,33,Bachelors,3.5,60.1,68.3,2.1,Urban,38.2,1,0
Male,Asian,34,Bachelors,6.5,43.4,41.5,3.2,Urban,100.0,4,1
Male,White,39,Bachelors,12.6,76.1,72.8,2.1,Urban,38.7,3,1
Male,Hispanic,32,Bachelors,6.8,75.6,76.7,2.7,Suburban,87.3,4,1
Male,Hispanic,48,Bachelors,13.8,40.5,59.1,4.1,Urban,76.4,3,1
Male,White,43,Masters,0.3,81.6,20.4,1.9,Suburban,38.4,1,0
Male,Hispanic,43,PhD,0.1,87.6,33.5,2.3,Urban,1.1,3,0
Female,Hispanic,25,High School,4.9,56.3,29.5,2.7,Urban,52.3,3,0
Male,Hispanic,34,Bachelors,1.7,45.5,51.5,2.9,Rural,67.1,3,0
Male,Hispanic,31,High School,1.4,42.3,26.6,1.8,Urban,34.8,3,0
Male,White,24,Masters,2.4,74.7,17.1,2.3,Suburban,68.4,4,0
Female,Black,38,Masters,1.4,86.3,89.1,1.0,Suburban,19.2,1,0
Male,White,29,PhD,4.3,95.1,31.2,4.2,Suburban,64.5,1,1
Male,White,41,Bachelors,3.5,67.4,63.5,2.4,Suburban,45.3,2,1
Male,Hispanic,24,PhD,3.6,100.0,52.3,3.0,Suburban,70.7,3,1
Female,White,52,High School,6.1,54.3,47.1,1.4,Suburban,37.1,1,0
Male,Asian,26,Masters,2.8,68.8,26.5,1.2,Urban,94.7,3,0
Male,Hispanic,37,High School,1.4,54.6,67.3,2.2,Urban,74.8,3,0
Female,Hispanic,42,Masters,0.8,41.8,22.9,2.8,Rural,44.2,3,0
Female,Hispanic,29,Bachelors,1.9,78.6,23.3,2.3,Rural,24.9,3,0
Male,White,43,Masters,8.2,85.8,55.3,1.0,Urban,49.3,1,1
Female,White,22,Masters,7.8,83.2,73.9,1.5,Urban,79.6,1,0
Male,Black,49,High School,5.4,58.4,39.1,1.0,Urban,63.8,1,0
Male,White,35,High School,1.6,71.2,64.9,1.1,Suburban,30.9,2,0
Male,White,29,Masters,5.4,100.0,64.5,1.2,Urban,100.0,2,1
Male,White,32,Bachelors,5.1,86.8,4.2,3.4,Suburban,56.1,1,0
Male,Asian,43,High School,3.8,20.7,17.6,2.5,Rural,61.6,3,0
Female,Black,29,Bachelors,3.6,27.3,77.6,1.4,Rural,45.4,2,0
Male,White,27,Bachelors,4.1,67.1,13.9,5.0,Urban,74.6,1,1
Male,Asian,32,High School,4.8,79.0,86.8,2.1,Rural,90.2,3,1
Male,White,23,Bachelors,7.6,75.5,46.3,4.6,Suburban,31.3,2,0
Female,White,53,High School,0.6,66.1,93.3,1.0,Urban,35.3,1,0
Male,Asian,29,Bachelors,8.0,52.1,24.2,2.9,Urban,38.9,3,0
Male,Asian,43,Masters,0.8,63.1,71.0,1.9,Suburban,22.1,3,0
Male,Asian,37,PhD,0.4,95.8,15.8,2.6,Rural,55.9,3,0
Male,White,25,Masters,22.6,61.7,45.3,2.3,Urban,67.4,1,1
Female,Hispanic,34,High School,14.2,10.9,41.8,1.0,Urban,80.2,4,0
Female,Asian,42,PhD,0.3,59.6,40.0,3.3,Urban,72.4,4,0
Male,Black,33,Bachelors,2.9,53.6,75.7,2.2,Rural,55.5,1,0
Female,Asian,46,High School,1.1,74.4,13.4,1.0,Rural,68.8,3,0
Male,Hispanic,45,PhD,3.3,78.1,46.0,2.1,Urban,62.5,3,0
Female,Black,44,Masters,8.0,37.5,65.6,2.9,Urban,71.6,2,0
Male,Black,30,Masters,14.9,92.2,44.5,1.1,Rural,64.4,1,1
Male,Hispanic,24,Masters,5.0,100.0,24.3,1.0,Suburban,14.2,4,0
Male,Asian,28,High School,2.5,64.4,74.2,4.0,Rural,40.9,3,0
Male,Black,36,High School,4.6,68.1,64.5,4.6,Rural,41.8,2,0
Male,Asian,40,Masters,2.2,100.0,32.2,1.4,Urban,67.3,3,0
Male,White,22,High School,14.6,57.1,0.0,4.5,Suburban,87.0,1,1
Male,White,34,Bachelors,12.4,84.6,11.6,2.5,Urban,60.8,2,1
Female,Black,36,Masters,3.7,49.3,83.6,4.0,Rural,24.3,1,0
Male,Hispanic,32,Masters,1.9,59.1,76.4,3.2,Suburban,48.6,4,0
Male,Hispanic,47,Bachelors,1.7,38.7,16.3,4.3,Rural,17.0,4,0
Female,White,39,Masters,0.2,100.0,45.9,2.7,Rural,45.9,1,0
Male,Black,48,Masters,8.4,31.2,50.1,1.0,Urban,67.0,2,0
Male,White,32,Masters,3.6,61.5,37.0,1.8,Urban,32.8,1,0
Male,Hispanic,44,High School,1.9,22.2,67.1,1.5,Urban,83.2,3,0
Female,Hispanic,51,Bachelors,2.9,19.8,45.9,1.0,Rural,79.0,3,0
Male,Asian,48,Bachelors,9.9,64.8,23.5,2.1,Rural,72.6,4,0
Male,Hispanic,24,High School,0.7,76.3,19.0,4.4,Rural,37.4,3,0
Female,Asian,32,Bachelors,10.2,74.7,54.9,1.1,Suburban,64.1,3,0
Female,Black,31,High School,10.3,48.7,61.5,1.6,Urban,67.8,4,0
Male,White,39,Bachelors,17.7,88.3,22.7,2.2,Urban,47.3,1,1
Male,Black,41,PhD,2.5,100.0,4.7,3.0,Urban,59.9,2,0
Male,Asian,26,High School,1.4,90.6,49.5,1.1,Suburban,47.9,3,0
Female,Asian,35,Masters,2.5,83.4,60.7,1.1,Rural,95.6,3,0
Male,White,22,Masters,2.4,77.0,54.9,4.4,Urban,62.0,1,1
Male,Hispanic,49,High School,1.0,26.2,44.8,4.2,Rural,73.4,4,0
Female,White,29,PhD,5.1,100.0,32.5,3.8,Urban,77.6,1,0
Male,Black,35,Bachelors,3.2,80.3,47.9,2.8,Urban,39.3,2,0
Male,Asian,31,Bachelors,11.6,83.6,43.4,2.7,Suburban,32.0,3,1
Male,Asian,46,Masters,0.2,85.5,13.4,3.5,Urban,46.1,3,0
Male,Asian,22,Bachelors,6.0,78.9,46.1,1.8,Rural,81.6,3,1
Male,White,34,Masters,8.7,31.8,47.1,1.0,Urban,71.6,4,0
Male,White,33,High School,8.6,85.6,86.1,2.1,Urban,38.3,2,1
Male,Asian,30,Masters,12.5,85.4,17.2,1.6,Rural,76.6,3,1
Male,Black,52,Bachelors,6.5,71.4,71.0,1.7,Rural,88.4,2,0
Female,White,26,Masters,14.5,88.0,100.0,1.0,Suburban,60.7,1,1
Male,Asian,42,High School,2.3,51.8,40.7,2.1,Urban,96.8,4,0
Female,Black,38,Masters,3.1,90.9,37.0,1.3,Urban,27.7,1,0
Male,Asian,47,Masters,0.1,59.5,50.8,2.9,Urban,60.8,4,0
Female,Hispanic,28,Bachelors,0.0,57.3,71.9,1.7,Urban,21.6,3,0
Female,White,27,Masters,1.5,36.5,73.9,4.3,Rural,24.5,2,0
Male,White,45,Bachelors,0.6,58.0,13.9,1.6,Urban,55.6,1,0
Female,Asian,39,Masters,1.6,68.7,15.9,3.4,Urban,56.9,3,0
Female,Asian,22,Bachelors,1.0,87.4,89.8,2.8,Suburban,57.3,3,0
Male,Asian,29,Masters,0.2,67.9,0.0,5.0,Rural,65.6,3,0
Male,Hispanic,38,Masters,11.9,53.6,37.3,1.9,Urban,60.5,3,0
Male,Hispanic,43,Bachelors,0.0,60.5,72.0,1.8,Urban,33.4,3,0
Female,Hispanic,28,High School,6.0,25.9,53.6,1.0,Urban,22.6,3,0
Female,Black,22,Bachelors,0.7,32.7,78.1,1.0,Urban,59.1,2,0
Female,Black,40,Masters,10.9,93.9,69.3,1.6,Urban,65.8,1,0
Male,Black,22,High School,11.1,49.6,38.9,3.8,Suburban,72.6,1,1
Female,White,22,Bachelors,5.8,88.0,57.1,1.0,Urban,48.5,2,0
Male,Black,22,Masters,5.5,38.5,30.3,1.1,Urban,78.8,1,0
Male,White,43,Bachelors,0.0,65.5,58.2,1.0,Urban,68.7,1,0
Male,Hispanic,36,Masters,20.7,71.6,33.6,1.1,Rural,40.3,3,1
Male,Black,32,High School,10.4,61.2,0.0,4.1,Suburban,49.6,2,0
Male,Black,48,High School,11.2,72.8,32.0,3.7,Rural,60.1,1,1
Male,White,41,Masters,6.5,63.9,0.0,2.6,Urban,86.1,3,0
Male,White,51,High School,2.6,100.0,58.7,1.5,Rural,100.0,1,1
Male,White,22,Bachelors,13.6,84.0,76.8,4.2,Urban,85.0,2,1
Male,Black,34,Masters,1.7,81.4,17.5,1.0,Urban,54.0,1,0
Male,White,22,Bachelors,5.0,43.5,2.3,3.6,Suburban,95.7,1,0
Male,Asian,32,PhD,0.6,31.2,48.8,4.3,Suburban,17.1,4,0
Male,Hispanic,32,PhD,12.6,86.8,34.4,2.2,Rural,57.6,3,1
Male,Hispanic,41,Bachelors,0.8,80.1,71.8,1.0,Suburban,78.8,4,0
Male,Asian,35,High School,1.5,42.3,30.0,1.2,Urban,89.6,3,0
Male,White,41,Masters,4.9,80.3,63.9,3.8,Urban,57.9,3,1
Male,Hispanic,42,Bachelors,7.1,82.2,16.1,1.0,Urban,17.0,3,0
Male,Hispanic,56,High School,4.8,22.0,99.7,2.1,Urban,69.1,3,0
Male,White,31,Masters,1.6,75.9,83.0,3.8,Suburban,72.8,2,1
Female,Asian,25,High School,0.0,52.5,78.5,3.9,Suburban,75.2,3,0
Male,White,37,Masters,8.6,52.2,59.5,2.1,Rural,74.1,1,1
Male,Hispanic,26,High School,20.9,80.6,51.5,1.0,Suburban,80.1,4,1
Male,Hispanic,49,High School,8.2,69.3,0.0,1.6,Suburban,59.1,3,0
Male,White,32,High School,3.7,21.7,34.6,1.6,Urban,89.2,1,0
Male,Hispanic,29,PhD,11.6,50.9,18.1,1.0,Urban,9.7,3,0
Male,Asian,30,Masters,3.0,85.5,55.8,4.2,Rural,50.0,3,1
Male,Hispanic,42,Masters,3.7,69.2,74.6,1.1,Rural,45.7,3,0
Male,Black,33,Bachelors,3.2,47.1,58.0,1.0,Urban,34.0,1,0
Male,Hispanic,28,Bachelors,2.9,59.1,48.9,1.7,Rural,78.4,4,0
Female,White,51,High School,8.2,82.6,54.1,2.3,Suburban,32.6,2,0
Female,White,26,Bachelors,4.1,49.1,56.5,3.0,Rural,95.6,2,0
Female,White,35,Bachelors,2.1,77.9,67.8,3.3,Urban,23.4,3,0
Female,Hispanic,41,Masters,1.3,68.0,33.0,3.2,Suburban,93.0,4,0
Male,Hispanic,22,Bachelors,0.2,78.9,21.9,2.5,Urban,35.0,3,0
Male,Hispanic,39,PhD,4.3,73.4,40.9,2.4,Suburban,19.4,3,0
Male,Hispanic,24,High School,1.3,90.5,7.1,1.0,Urban,19.2,3,0
Male,White,43,PhD,1.0,83.0,75.4,2.1,Urban,94.0,1,1
Female,White,25,High School,5.8,61.6,71.4,3.3,Suburban,43.4,2,0
Male,White,41,Bachelors,6.9,86.1,52.0,1.4,Urban,54.8,1,1
Female,White,46,Bachelors,7.7,61.2,77.4,1.0,Suburban,50.9,1,0
Male,White,43,Bachelors,4.2,85.7,88.1,2.5,Suburban,67.9,1,1
Female,Black,37,Bachelors,10.1,73.3,18.0,1.5,Rural,77.1,1,0
Male,White,32,Bachelors,16.7,53.4,41.0,2.3,Urban,100.0,1,1
Male,White,29,Bachelors,10.0,57.8,19.3,3.1,Urban,89.3,2,1
Male,White,49,Masters,6.1,88.8,31.7,2.1,Urban,83.9,2,1
Male,White,28,Masters,2.2,51.0,74.5,4.8,Urban,45.5,1,0
Male,Hispanic,24,Masters,20.2,74.1,71.0,2.0,Suburban,66.6,3,1
Male,Asian,41,High School,1.9,71.1,6.8,2.5,Urban,40.8,3,0
Female,Hispanic,27,Masters,1.0,51.6,14.0,1.0,Urban,39.8,4,0
Male,Black,25,Bachelors,2.9,55.7,6.9,2.1,Urban,90.3,2,0
Male,White,22,Bachelors,0.4,86.3,79.1,4.4,Urban,55.1,2,1
Male,Asian,30,Bachelors,22.2,96.0,85.3,2.3,Rural,56.3,3,1
Female,White,34,Bachelors,4.9,90.4,41.1,1.6,Rural,94.4,1,0
Male,White,37,High School,4.9,66.4,9.2,2.3,Suburban,47.9,3,0
Male,White,44,High School,6.5,88.9,56.6,2.0,Urban,82.6,3,1
Male,White,40,High School,4.2,79.3,19.6,2.6,Rural,54.2,1,1
Male,White,33,Masters,0.2,63.0,59.2,2.0,Rural,100.0,4,1
Male,White,33,Masters,5.7,78.6,65.6,2.2,Rural,49.4,1,1
Male,Asian,40,PhD,7.3,91.2,67.5,3.3,Suburban,95.1,3,1
Male,White,47,Masters,3.3,97.9,42.6,3.3,Urban,38.7,3,1
Female,White,36,High School,7.8,67.7,21.2,2.5,Urban,35.2,1,0
Male,Hispanic,30,Masters,1.3,42.4,28.5,2.1,Rural,87.4,3,0
Male,White,25,Masters,1.5,86.2,9.1,2.9,Rural,71.3,1,0
Male,White,22,Bachelors,1.1,78.6,52.1,3.7,Urban,99.7,1,1
Female,Hispanic,41,Bachelors,2.1,39.3,36.9,1.0,Urban,29.2,3,0
Male,White,40,PhD,11.4,80.9,61.9,2.1,Suburban,38.8,1,1
Female,White,40,Bachelors,9.7,50.6,88.8,2.1,Rural,52.5,1,0
Male,Black,33,PhD,2.4,77.7,51.7,1.1,Suburban,16.3,1,0
Male,White,49,High School,5.4,75.7,52.3,1.2,Suburban,61.5,1,1
Male,Black,30,High School,6.3,61.1,96.3,1.0,Urban,92.1,2,0
Female,Hispanic,44,Bachelors,1.2,51.5,52.3,3.8,Urban,57.6,3,0
Male,White,34,Bachelors,1.1,59.2,36.8,1.8,Suburban,72.6,2,0
Female,Black,28,Masters,16.1,81.1,77.1,1.6,Rural,59.8,1,1
Female,Black,40,PhD,4.3,43.7,25.3,2.5,Urban,46.5,1,0
Male,White,39,Bachelors,24.1,46.9,43.4,3.2,Urban,68.0,2,1
Male,Asian,38,High School,2.4,60.7,66.6,2.4,Suburban,44.6,3,0
Male,White,35,Masters,7.3,37.3,50.8,2.5,Urban,87.8,2,1
Male,Black,34,Masters,1.2,76.6,39.6,1.3,Suburban,81.0,1,0
Female,White,58,High School,1.7,86.5,53.2,2.6,Suburban,6.2,1,0
Female,Black,46,Bachelors,3.2,36.4,65.0,1.7,Suburban,58.6,1,0
Male,White,42,Masters,2.3,88.3,34.7,2.3,Rural,56.8,1,0
Male,Hispanic,36,Masters,0.9,96.8,19.6,1.9,Urban,34.5,4,0
Female,White,45,Bachelors,1.7,77.2,91.4,2.7,Suburban,45.5,1,0
Male,Black,40,Bachelors,0.2,63.9,33.4,1.5,Urban,71.9,4,0
Female,Black,35,PhD,5.5,84.8,67.4,1.8,Rural,60.7,3,0
Male,Asian,31,Masters,3.9,42.6,53.1,1.1,Rural,25.8,3,0
Male,Black,34,Bachelors,0.5,83.5,18.9,3.1,Urban,11.7,3,0
Male,Asian,22,Bachelors,1.1,49.5,29.2,4.3,Urban,51.7,3,0
Male,Asian,37,Masters,0.6,74.1,35.2,2.7,Urban,32.7,3,0
Male,Hispanic,30,High School,4.7,55.8,29.3,5.0,Suburban,98.5,4,1
Male,White,50,High School,0.6,53.4,10.6,1.4,Urban,59.2,1,0
Male,Black,35,Bachelors,6.9,47.0,25.3,1.1,Suburban,45.4,2,0
Female,Hispanic,23,Bachelors,0.1,61.2,46.1,2.2,Suburban,33.7,4,0
Female,Hispanic,34,Masters,1.3,45.8,32.5,1.0,Suburban,44.2,3,0
Male,Hispanic,24,High School,11.0,41.2,45.1,1.3,Rural,81.1,4,0
Male,White,39,Masters,7.7,38.5,54.6,2.0,Urban,100.0,1,1
Male,White,37,Bachelors,0.5,81.0,26.6,1.0,Rural,65.8,3,0
Male,Black,44,High School,8.5,68.6,51.1,1.0,Urban,59.1,3,0
Male,Asian,27,High School,3.9,30.4,34.8,5.0,Urban,71.3,3,0
Male,Black,35,PhD,9.3,54.4,26.2,1.0,Urban,61.1,2,0
Male,Black,22,Masters,4.5,65.2,50.8,1.5,Suburban,17.8,2,0
Male,Hispanic,42,High School,5.7,52.7,22.7,1.0,Urban,66.4,3,0
Male,White,40,Masters,25.0,100.0,30.8,4.4,Suburban,84.2,1,1
Male,Hispanic,39,Masters,1.3,83.0,56.6,2.6,Urban,67.4,3,0
Female,Black,35,PhD,4.4,100.0,45.4,1.0,Rural,55.5,1,0
Male,White,39,Bachelors,3.7,72.2,17.8,1.3,Suburban,40.0,1,0
Male,Black,51,Masters,0.2,78.4,61.5,3.2,Suburban,44.1,1,0
Male,Asian,32,High School,0.1,52.1,28.9,1.1,Rural,72.5,3,0
Male,White,36,Bachelors,0.8,22.8,82.0,5.0,Suburban,18.9,1,0
Female,White,24,PhD,5.8,95.7,68.5,2.7,Urban,40.2,2,0
Male,Hispanic,26,Bachelors,4.1,100.0,36.4,1.3,Urban,76.3,3,0
Female,White,35,Bachelors,4.4,100.0,43.9,4.4,Suburban,20.3,1,0
Male,Black,46,High School,0.2,80.4,17.8,2.0,Urban,69.8,1,0
Male,Black,32,Masters,3.1,25.6,83.7,1.0,Urban,53.4,1,0
Female,Black,32,Masters,11.6,86.1,29.2,1.7,Urban,53.4,4,0
Male,Asian,30,Bachelors,2.9,28.9,57.7,3.1,Suburban,37.5,3,0
Male,White,29,PhD,5.9,78.4,42.2,1.0,Urban,84.0,1,1
Male,Black,37,High School,7.5,83.2,77.7,2.0,Urban,69.6,1,1
Male,White,22,Bachelors,9.3,79.2,55.8,1.9,Urban,68.8,1,1
Female,Asian,47,PhD,3.8,100.0,67.8,4.7,Suburban,51.2,4,0
Male,White,28,Bachelors,11.8,53.3,61.9,2.4,Suburban,95.9,4,1
Male,Black,42,Bachelors,2.5,36.3,52.4,1.1,Suburban,25.9,1,0
Male,White,22,Bachelors,13.3,22.0,24.7,2.1,Urban,53.7,2,1
Male,White,41,Masters,1.7,60.5,27.4,3.7,Rural,62.9,1,1
Male,White,41,High School,2.0,50.7,53.7,3.8,Urban,82.4,2,1
Male,White,38,PhD,0.3,85.5,15.9,2.6,Suburban,100.0,1,1
Male,Hispanic,25,Masters,7.9,72.9,71.9,4.0,Rural,30.2,3,0
Female,White,37,High School,3.0,47.5,29.4,2.1,Rural,3.4,1,0
Male,Hispanic,23,Masters,1.3,45.1,76.0,1.0,Suburban,77.6,4,0
Male,Hispanic,32,Bachelors,1.3,85.4,15.1,3.6,Rural,39.3,4,0
Female,Black,45,Bachelors,10.4,38.2,53.4,1.6,Suburban,48.1,3,0
Male,White,42,Masters,10.9,94.6,4.5,2.8,Urban,48.6,1,1
Male,White,35,PhD,4.9,53.5,64.9,4.5,Urban,40.5,1,1
Male,Asian,25,High School,5.5,90.3,38.8,2.6,Suburban,58.9,4,1
Male,White,41,Bachelors,3.9,86.6,55.5,1.0,Suburban,87.7,1,1
Male,White,35,Bachelors,3.0,55.0,24.8,4.9,Urban,30.7,1,0
Female,Black,22,Bachelors,11.1,63.3,31.9,1.0,Rural,55.2,1,0
Male,Hispanic,42,Bachelors,0.7,87.8,57.9,2.0,Urban,62.1,3,0
Male,Asian,34,High School,3.1,72.2,31.1,1.0,Urban,72.7,4,0
Female,White,47,Masters,2.3,73.0,15.0,1.7,Urban,66.4,1,0
Male,Asian,24,Bachelors,4.0,73.5,56.3,3.3,Rural,66.3,3,0
Male,White,22,High School,3.7,35.3,47.6,2.6,Rural,51.0,3,0
Male,White,37,Masters,4.4,80.9,37.5,3.7,Suburban,44.2,1,1
Female,Hispanic,37,Masters,0.7,64.6,58.5,4.3,Rural,23.5,3,0
Male,White,22,Bachelors,4.4,34.5,63.2,2.1,Rural,73.4,2,0
Male,White,25,Bachelors,1.7,95.8,65.5,2.2,Rural,84.4,2,1
Male,White,62,Masters,1.2,80.5,40.9,3.1,Urban,48.0,1,0
Male,Hispanic,31,Bachelors,0.3,57.5,50.6,3.2,Suburban,90.7,3,0
Male,Asian,42,High School,8.3,80.9,61.4,2.3,Urban,60.4,4,1
Male,Asian,28,Masters,3.2,97.9,1.6,2.5,Rural,50.3,4,0
Female,Asian,22,High School,5.2,17.7,60.3,2.5,Rural,85.9,3,0
Male,White,33,High School,7.9,65.1,45.5,1.8,Suburban,100.0,3,1
Male,Black,32,High School,5.6,90.6,0.0,2.3,Urban,14.0,2,0
Female,White,31,High School,3.5,87.1,6.3,3.6,Urban,62.3,3,0
Female,White,33,High School,2.7,36.2,38.6,1.2,Urban,77.2,1,0
Male,Black,37,PhD,2.3,100.0,55.4,5.0,Urban,34.7,1,0
Male,Hispanic,33,Bachelors,5.1,74.6,58.2,2.9,Suburban,74.5,3,0
Male,White,22,High School,4.1,48.2,71.1,1.5,Urban,99.9,1,1
Female,White,39,High School,10.4,31.8,53.0,1.2,Rural,60.2,2,0
Female,White,22,PhD,11.4,79.0,30.1,3.4,Urban,85.7,1,1
Male,White,22,Bachelors,1.1,58.7,85.7,3.3,Rural,11.4,1,0
Female,Hispanic,42,Bachelors,0.7,42.1,76.7,4.8,Suburban,28.9,3,0
Male,Black,40,Masters,4.9,60.4,54.8,1.0,Urban,15.4,1,0
Male,Black,34,Bachelors,1.8,60.2,79.1,1.7,Urban,48.1,1,0
Male,Asian,22,Bachelors,0.1,64.5,57.1,4.0,Rural,95.7,3,1
Female,White,27,High School,12.1,67.1,64.0,1.2,Suburban,74.1,2,1
Male,Black,32,Bachelors,1.3,37.0,88.5,2.7,Urban,16.5,2,0
Female,Black,22,Bachelors,11.9,23.9,44.0,1.0,Urban,76.5,2,0
Female,Black,27,Masters,5.7,78.5,37.8,3.1,Suburban,79.4,1,0
Female,Hispanic,41,Bachelors,6.5,89.2,73.5,1.1,Urban,68.3,3,0
Male,Asian,49,Bachelors,1.3,95.1,19.2,3.2,Urban,83.8,3,1
Male,White,30,High School,1.6,64.5,62.5,2.6,Suburban,100.0,2,0
Male,Hispanic,42,High School,3.6,59.7,10.7,5.0,Suburban,86.9,4,0
Male,White,22,Bachelors,1.1,65.2,82.1,1.3,Urban,99.6,2,1
Male,White,41,PhD,2.2,100.0,14.0,1.0,Rural,90.3,1,1
Female,White,26,Bachelors,2.1,66.0,96.5,1.5,Suburban,67.3,2,0
Male,White,38,Masters,1.1,100.0,79.8,4.4,Rural,100.0,1,1
Male,Black,32,Bachelors,1.1,53.3,16.4,1.9,Urban,29.6,2,0
Male,Asian,48,High School,9.0,27.7,14.4,2.1,Urban,42.3,4,0
Male,Hispanic,26,High School,0.9,58.5,91.2,1.1,Urban,39.1,3,0
Male,Black,41,Bachelors,0.1,87.8,59.0,2.0,Urban,66.5,2,0
Male,Black,32,High School,4.9,81.7,57.5,1.8,Rural,42.7,1,0
Female,White,33,High School,20.5,53.5,76.3,1.9,Rural,50.0,1,1
Male,White,33,Masters,2.4,100.0,39.5,3.6,Suburban,75.0,1,1
Female,Black,26,High School,0.6,81.0,58.1,1.1,Suburban,38.1,1,0
Female,Black,34,Bachelors,3.8,45.1,69.5,3.0,Suburban,29.8,2,0
Male,Hispanic,34,Bachelors,11.7,43.2,7.5,3.1,Suburban,48.7,4,0
Female,White,37,Bachelors,8.4,61.1,28.1,4.3,Urban,71.0,1,0
Male,White,35,Bachelors,5.9,18.9,31.9,3.2,Suburban,34.4,2,0
Female,Black,42,Bachelors,1.7,100.0,39.7,1.0,Suburban,43.0,2,0
Male,White,44,Bachelors,4.7,63.3,62.9,3.5,Urban,73.2,4,1
Female,White,24,Masters,0.5,31.8,23.6,1.5,Urban,34.4,2,0
Female,Asian,43,Masters,6.0,82.6,12.5,1.3,Urban,75.2,4,0
Female,White,23,High School,7.1,40.5,41.8,3.6,Suburban,83.3,1,0
Female,Asian,40,High School,17.6,82.9,62.8,3.9,Urban,32.8,3,0
Male,White,41,Masters,1.8,94.5,37.0,1.2,Suburban,98.9,1,1
Male,White,22,Bachelors,0.1,72.8,53.2,1.3,Urban,35.0,3,0
Male,White,35,Bachelors,4.8,88.4,26.5,2.1,Urban,60.0,1,1
Male,Hispanic,30,Bachelors,6.1,89.2,44.6,1.1,Rural,51.3,3,0
Male,White,27,High School,9.5,58.7,39.9,3.1,Suburban,50.5,4,1
Male,Asian,48,Bachelors,1.2,100.0,65.2,1.6,Urban,77.0,4,1
Female,White,28,Bachelors,1.7,95.4,48.1,1.0,Rural,63.8,2,0
Male,Asian,26,High School,4.2,74.4,45.5,2.8,Urban,39.1,3,1
Female,White,35,Bachelors,2.2,87.1,53.0,4.9,Rural,49.3,1,0
Male,Asian,41,Masters,11.4,100.0,88.5,3.2,Suburban,93.7,3,1
Female,Black,33,Bachelors,2.9,43.1,68.8,4.2,Urban,39.3,2,0
Female,Hispanic,46,High School,7.2,32.5,22.8,1.0,Suburban,70.6,4,0
