Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Male,White,48,Masters,4.9,74.5,1.9,Suburban,100.0,90260,1,1
Female,White,41,High School,1.2,58.0,2.5,Urban,76.9,70725,2,0
Female,Asian,33,High School,3.1,59.7,2.8,Urban,73.1,65772,3,0
Female,Hispanic,44,Masters,5.6,46.9,3.8,Suburban,64.3,75189,3,0
Female,Black,54,Bachelors,4.9,85.9,1.4,Urban,44.0,91820,4,0
Male,White,22,Masters,1.6,99.4,2.6,Urban,83.0,84597,1,1
Male,White,30,Bachelors,0.5,72.3,1.2,Urban,29.4,74258,2,0
Male,Hispanic,44,Bachelors,0.0,66.6,1.0,Urban,65.9,72737,4,0
Male,Black,51,Masters,9.1,67.2,3.8,Urban,5.9,90667,1,0
Female,Asian,46,PhD,1.8,86.5,4.0,Suburban,35.8,73869,4,0
Female,Hispanic,38,Masters,2.4,84.3,1.0,Rural,34.8,73906,3,0
Female,Black,36,Bachelors,1.7,33.2,3.8,Urban,89.7,68519,1,0
Female,White,22,Bachelors,15.1,89.9,1.6,Urban,46.0,111571,2,1
Male,Asian,25,Masters,16.4,82.5,1.5,Urban,72.9,120155,3,1
Female,Hispanic,26,High School,10.1,75.3,1.2,Urban,89.9,95664,3,0
Male,White,32,High School,1.2,79.2,1.3,Urban,78.8,82472,1,1
Female,Black,25,Masters,3.1,67.6,3.7,Suburban,54.5,78122,2,0
Male,Hispanic,46,High School,1.9,100.0,2.3,Rural,61.0,90239,3,0
Female,Hispanic,41,High School,7.2,56.0,1.0,Suburban,33.8,70860,3,0
Male,Hispanic,35,High School,25.0,100.0,1.0,Rural,49.3,134547,4,1
Female,White,39,Bachelors,4.0,97.9,4.1,Suburban,46.8,92478,3,1
Female,White,44,Bachelors,0.7,87.7,3.1,Suburban,71.7,82498,1,0
Male,Black,52,Bachelors,1.8,80.0,2.9,Urban,37.1,89012,1,0
Male,Hispanic,28,Masters,4.1,64.9,1.0,Urban,0.0,83385,3,0
Female,Asian,23,Masters,1.4,92.1,2.2,Suburban,48.9,76859,3,0
Male,Black,23,Bachelors,1.5,84.3,1.7,Urban,97.4,78965,1,0
Female,Hispanic,22,Bachelors,1.3,62.1,3.1,Urban,54.9,65451,4,0
Female,Black,31,High School,13.2,76.5,3.9,Suburban,44.9,101542,4,1
Male,White,40,PhD,0.8,91.1,2.3,Suburban,61.4,86497,3,1
Male,White,27,Masters,15.0,78.0,4.0,Urban,32.2,114466,3,1
Female,White,28,Masters,1.7,88.4,5.0,Rural,31.8,82184,3,0
Male,White,29,High School,3.0,89.0,2.8,Urban,61.5,94833,1,0
Female,Black,44,High School,0.2,88.3,3.9,Urban,43.9,77513,3,0
Male,Asian,39,Bachelors,3.4,46.3,3.8,Rural,67.4,74117,3,0
Female,Asian,40,Masters,0.4,29.8,4.5,Urban,37.1,66521,3,0
Female,White,30,High School,5.1,64.9,1.6,Suburban,63.2,84226,1,0
Male,White,33,PhD,1.7,100.0,2.2,Urban,85.0,89961,1,1
Male,White,28,Bachelors,1.1,91.5,5.0,Suburban,71.4,85812,1,1
Female,White,33,High School,1.0,91.2,2.2,Urban,82.4,83523,1,1
Female,Black,49,Bachelors,8.7,39.6,5.0,Urban,88.8,75537,2,0
Female,White,46,High School,5.8,15.7,1.4,Rural,46.3,70864,2,0
Male,Black,35,Bachelors,4.5,98.9,1.0,Rural,28.4,97296,1,0
Female,White,31,High School,0.3,79.8,1.1,Suburban,40.3,81149,1,0
Male,Black,39,Bachelors,0.8,82.2,1.8,Urban,60.6,82818,2,0
Female,Hispanic,37,PhD,2.3,76.8,3.6,Rural,98.1,76349,4,0
Female,White,28,PhD,9.0,66.5,4.7,Suburban,63.4,91287,1,1
Male,White,52,Masters,5.4,84.9,1.4,Suburban,76.3,104367,2,1
Male,Black,29,Masters,0.6,77.0,3.3,Urban,56.1,68052,3,0
Male,Hispanic,41,Bachelors,10.9,55.9,1.9,Suburban,14.2,99477,3,0
Female,Black,25,Bachelors,4.1,32.0,3.5,Suburban,32.5,61561,1,0
Male,Black,36,Bachelors,2.0,86.2,1.1,Urban,19.7,83657,1,0
Female,White,31,PhD,4.5,39.6,4.3,Suburban,53.8,74420,2,0
Male,White,22,High School,4.3,63.3,3.7,Suburban,47.9,90925,3,0
Male,Asian,24,Masters,2.8,93.9,1.4,Urban,100.0,91437,3,1
Male,Hispanic,32,High School,5.4,40.7,1.3,Urban,46.3,72407,3,0
Female,White,51,Masters,3.5,100.0,3.1,Suburban,52.7,86898,2,0
Female,Hispanic,26,Bachelors,2.8,82.1,2.8,Suburban,42.6,72739,4,0
Male,Black,44,High School,0.5,48.0,1.5,Urban,18.1,61124,3,0
Male,White,40,Bachelors,6.6,70.8,1.9,Suburban,70.0,82409,1,1
Male,White,22,PhD,25.0,45.9,2.4,Urban,98.9,126414,2,1
Male,Black,41,Bachelors,1.9,36.2,1.5,Suburban,20.5,68263,4,0
Male,White,27,Masters,1.3,79.6,1.7,Urban,79.1,87633,1,1
Male,Black,29,Bachelors,0.4,32.9,3.8,Urban,86.1,66903,1,0
Male,White,29,High School,4.3,62.9,1.5,Suburban,66.1,87356,1,1
Male,Hispanic,41,Masters,5.0,82.8,2.9,Urban,39.3,100327,3,0
Female,Black,42,Bachelors,3.6,90.3,3.1,Urban,60.1,81276,2,0
Male,Hispanic,28,Bachelors,4.8,100.0,2.6,Urban,57.9,91972,4,0
Male,Black,50,Bachelors,2.3,58.7,3.1,Suburban,51.1,71916,1,0
Female,White,42,Bachelors,17.6,51.0,4.1,Rural,76.0,96593,1,1
Male,Black,45,High School,8.2,57.0,1.0,Urban,37.1,95345,1,0
Female,Hispanic,31,Masters,4.1,92.8,4.3,Rural,12.3,83238,3,0
Male,Hispanic,26,Masters,13.6,86.2,1.9,Suburban,46.8,116977,3,1
Female,Hispanic,36,Masters,2.0,63.3,4.2,Urban,59.9,81831,3,0
Male,Black,34,Bachelors,18.6,29.2,2.1,Rural,78.6,103374,2,1
Female,White,26,Bachelors,0.3,69.7,2.1,Suburban,100.0,74165,1,0
Male,Black,47,PhD,0.1,99.8,1.0,Urban,26.6,78840,2,0
Male,Black,22,Masters,2.7,89.5,1.0,Rural,66.6,85705,2,0
Male,Hispanic,53,Masters,10.9,78.7,4.9,Urban,41.0,109693,4,1
Female,White,48,PhD,3.7,87.1,2.5,Urban,84.5,82924,1,0
Female,White,38,Bachelors,1.3,94.9,1.3,Suburban,65.4,82339,1,0
Female,Asian,22,High School,5.9,56.4,2.3,Urban,47.9,78314,3,0
Female,Asian,37,Masters,5.3,45.8,2.2,Urban,22.0,72270,3,0
Female,White,33,Bachelors,0.3,38.8,1.7,Urban,62.6,73705,3,0
Female,White,29,High School,2.6,63.0,1.6,Rural,65.9,74150,4,0
Male,Hispanic,22,Bachelors,0.3,78.7,1.0,Urban,52.3,86393,3,0
Female,Black,30,Bachelors,1.2,60.4,3.0,Suburban,32.0,71097,4,0
Male,White,39,Masters,0.1,81.3,1.1,Urban,72.5,70280,2,0
Female,Hispanic,22,PhD,1.3,60.4,1.0,Urban,38.9,68181,3,0
Female,White,34,Bachelors,0.3,70.7,4.6,Suburban,40.6,79256,1,0
Female,Black,52,Bachelors,12.4,15.9,1.8,Suburban,29.5,76986,3,0
Female,Asian,38,PhD,1.5,74.8,3.2,Rural,46.2,75290,3,0
Male,Asian,24,Masters,11.3,51.4,3.0,Suburban,91.8,93153,3,1
Male,Asian,30,Bachelors,9.6,61.2,4.2,Urban,85.0,88129,3,1
Female,White,24,PhD,2.0,86.2,1.0,Rural,65.5,83603,3,0
Male,Asian,48,Masters,5.3,49.5,2.1,Suburban,35.9,76120,3,0
Female,Black,55,Bachelors,8.1,84.9,1.4,Urban,66.4,93022,2,0
Female,Black,30,High School,3.5,59.2,3.0,Suburban,53.1,82124,3,0
Male,White,22,Masters,2.4,72.8,1.3,Urban,64.6,86473,1,1
Female,Hispanic,28,Bachelors,1.0,68.0,3.1,Urban,4.9,81129,4,0
Female,White,31,Bachelors,2.0,91.2,3.5,Urban,87.3,91225,1,1
Male,Black,26,Masters,0.1,52.4,3.1,Suburban,17.6,64757,3,0
Female,White,22,High School,3.3,59.5,3.2,Suburban,24.7,77677,1,0
Male,White,45,Masters,0.2,57.5,1.5,Rural,81.4,80221,1,0
Female,Hispanic,22,High School,2.1,80.2,2.8,Urban,64.5,72854,3,0
Male,White,39,Bachelors,0.1,80.6,2.1,Rural,92.3,78245,2,1
Female,Hispanic,33,Bachelors,16.8,73.6,4.1,Suburban,49.8,97407,3,0
Female,White,43,High School,1.8,47.4,2.1,Rural,32.1,70493,2,0
Male,White,27,Masters,1.4,90.9,4.6,Rural,100.0,94233,2,1
Male,Black,35,Bachelors,4.4,42.8,1.3,Rural,17.7,85228,3,0
Female,White,27,Masters,1.8,50.6,2.0,Urban,55.3,68840,3,0
Male,Hispanic,46,Masters,9.2,100.0,2.2,Urban,63.6,105475,4,1
Male,White,31,Masters,6.7,96.0,2.5,Rural,70.8,94271,1,1
Female,White,42,PhD,0.9,72.5,3.4,Suburban,60.4,81368,1,0
Female,Black,37,Masters,6.0,92.8,1.0,Urban,22.5,94477,1,0
Male,Black,37,Masters,0.9,61.6,1.5,Urban,17.4,69488,1,0
Female,White,48,Masters,10.9,84.4,1.4,Suburban,89.4,99847,2,1
Female,Asian,46,High School,4.6,54.6,5.0,Urban,34.0,76510,3,0
Male,White,45,Masters,3.6,57.9,2.9,Urban,26.5,78641,3,0
Male,Black,27,High School,10.9,30.8,1.0,Urban,59.7,87734,1,0
Female,White,22,High School,6.3,28.8,1.1,Suburban,41.7,72546,2,0
Male,Black,30,Bachelors,1.1,65.7,2.6,Suburban,50.5,77189,1,0
Female,Asian,23,Masters,5.0,67.6,2.1,Urban,80.0,84497,4,0
Female,White,49,High School,4.6,56.0,4.5,Suburban,37.1,80450,2,0
Male,White,36,High School,6.8,63.9,1.4,Urban,53.3,79231,2,1
Female,Black,36,Masters,8.4,66.4,1.0,Urban,61.6,88836,1,0
Male,Asian,32,Bachelors,25.0,100.0,2.6,Urban,97.2,133822,3,1
Male,Asian,39,Bachelors,5.6,100.0,1.2,Urban,0.0,94151,3,0
Male,Black,50,Masters,0.9,80.4,4.4,Urban,10.1,88958,2,0
Female,White,58,Bachelors,9.7,87.8,3.3,Suburban,82.7,91135,1,1
Female,White,63,Bachelors,3.0,67.8,2.7,Urban,78.8,76536,1,0
Male,Hispanic,38,Masters,0.3,77.8,2.8,Urban,56.7,80988,3,0
Male,Hispanic,34,Bachelors,4.0,98.1,1.9,Rural,46.0,98701,3,0
Male,Hispanic,22,High School,4.1,5.0,2.3,Suburban,66.0,62718,3,0
Female,Asian,43,Bachelors,9.1,38.6,1.3,Urban,39.9,74952,3,0
Female,White,32,Bachelors,0.4,87.0,2.1,Urban,25.3,76246,2,0
Female,Asian,31,High School,3.8,93.4,4.4,Urban,49.6,80332,3,0
Female,Black,24,Masters,10.9,54.1,1.0,Suburban,6.0,99304,2,0
Male,White,35,Masters,7.4,82.2,1.1,Urban,70.7,93968,2,1
Male,Black,32,Masters,4.8,84.1,1.0,Urban,69.5,92777,3,0
Female,Asian,43,PhD,4.2,52.0,2.1,Urban,42.3,62536,3,0
Female,White,23,Masters,2.2,62.0,4.1,Suburban,71.8,73871,1,0
Female,White,38,High School,0.3,73.6,2.4,Urban,92.2,74157,1,1
Female,Black,32,Masters,10.4,83.6,1.1,Suburban,36.4,90608,2,0
Male,Hispanic,45,Masters,4.2,82.1,2.0,Urban,50.3,83198,3,0
Male,Hispanic,41,Bachelors,4.1,78.4,3.4,Urban,39.7,86691,3,0
Female,Black,27,Masters,13.0,82.6,2.9,Urban,67.0,115179,4,1
Male,Hispanic,32,Masters,3.0,64.5,1.2,Urban,54.7,60642,3,0
Male,White,40,High School,9.0,50.2,2.1,Suburban,44.7,87223,4,0
Male,Hispanic,22,High School,3.6,54.0,2.6,Suburban,68.6,73236,3,0
Female,White,35,PhD,1.2,79.7,2.2,Urban,100.0,80187,1,1
Female,White,40,PhD,0.9,81.6,3.3,Urban,42.1,73527,1,0
Female,White,22,Bachelors,4.0,83.7,1.6,Urban,63.8,87327,2,0
Female,White,27,Bachelors,1.9,89.0,4.3,Urban,46.3,74661,4,0
Female,Asian,45,High School,1.7,76.7,1.8,Rural,39.8,75519,3,0
Male,White,36,PhD,1.1,94.3,2.1,Urban,65.0,81323,1,1
Female,Asian,40,Masters,9.7,87.8,4.3,Urban,74.6,94106,3,1
Male,White,40,Bachelors,2.0,94.7,3.4,Rural,76.1,88334,1,1
Female,White,40,Masters,0.0,80.1,1.2,Urban,50.2,72672,1,0
Female,Asian,22,Bachelors,8.1,83.4,1.5,Urban,86.9,88047,3,1
Female,Hispanic,27,High School,0.9,59.9,2.8,Suburban,52.4,63359,3,0
Male,Asian,31,Bachelors,4.9,89.4,2.2,Urban,36.3,88106,4,0
Male,Asian,40,Bachelors,1.6,39.5,1.6,Urban,43.9,66811,3,0
Male,Hispanic,22,Bachelors,7.0,61.7,2.7,Suburban,29.3,90283,4,0
Female,Hispanic,31,Masters,1.4,78.0,3.1,Urban,69.9,84630,3,0
Male,Asian,26,Bachelors,0.5,64.7,4.3,Rural,61.3,76293,3,0
Female,Hispanic,30,Masters,5.5,52.5,3.4,Urban,43.4,79973,4,0
Female,Asian,45,Masters,17.7,58.5,5.0,Suburban,40.1,100849,3,1
Male,White,26,Masters,18.8,55.4,1.0,Rural,39.6,125817,1,1
Female,White,42,Bachelors,2.1,44.4,5.0,Rural,85.2,73632,1,0
Female,Asian,38,PhD,8.4,81.9,1.0,Urban,100.0,93443,4,0
Male,Black,33,High School,10.6,37.7,1.3,Urban,31.2,75818,3,0
Female,White,52,High School,0.8,42.3,2.8,Rural,97.1,67725,1,0
Female,Hispanic,59,Bachelors,6.8,49.6,1.0,Urban,0.0,83103,3,0
Female,White,48,Bachelors,3.5,88.1,4.9,Rural,51.2,82308,1,0
Male,Asian,25,PhD,4.6,48.5,4.8,Urban,93.4,75571,3,1
Male,Black,58,PhD,3.2,80.8,3.9,Suburban,90.7,90688,1,1
Male,Black,22,High School,13.8,75.1,3.8,Suburban,71.0,111275,4,1
Female,White,48,High School,4.1,74.1,3.2,Urban,52.7,82366,2,0
Female,Hispanic,43,Masters,6.0,70.6,1.0,Urban,82.1,73834,3,0
Female,White,22,PhD,2.5,85.8,1.4,Urban,44.5,83332,1,0
Female,Asian,29,High School,14.9,32.8,1.7,Rural,83.1,84658,3,1
Male,White,45,Bachelors,17.7,65.8,2.1,Suburban,77.4,119390,1,1
Female,Asian,50,High School,12.8,56.1,4.0,Suburban,41.3,94179,3,1
Female,White,38,Masters,4.0,83.7,5.0,Urban,89.6,85507,3,1
Male,Asian,31,Bachelors,1.8,67.2,1.4,Urban,100.0,81057,3,0
Female,Asian,22,High School,3.3,70.9,4.0,Urban,67.1,85653,3,0
Female,White,42,Masters,1.1,82.3,3.7,Suburban,26.8,80993,1,0
Female,Hispanic,31,Masters,0.2,100.0,3.2,Urban,81.7,81964,3,0
Female,White,22,High School,5.6,96.0,2.0,Urban,45.6,87305,2,1
Male,White,35,Bachelors,16.8,52.4,1.8,Suburban,33.5,109448,2,1
Male,Black,43,PhD,2.8,43.9,1.0,Suburban,42.2,69012,1,0
Male,Black,38,Masters,3.7,46.2,1.4,Urban,54.1,83355,2,0
Female,Hispanic,39,Bachelors,1.0,39.0,5.0,Rural,44.3,65243,3,0
Female,White,25,Bachelors,4.7,32.4,1.2,Urban,56.8,63824,2,0
Female,Black,49,Masters,3.1,43.2,2.5,Urban,47.3,68244,3,0
Female,White,22,Bachelors,5.1,91.8,3.9,Urban,81.5,96387,1,1
Female,Hispanic,26,Masters,4.2,65.3,1.2,Suburban,52.8,73239,3,0
Female,Asian,51,Masters,0.6,85.4,1.7,Rural,56.2,77618,3,0
Female,Asian,40,High School,1.1,69.0,1.8,Rural,44.6,67058,3,0
Female,White,45,High School,5.6,52.8,2.5,Urban,54.2,86290,1,0
Female,Black,38,Bachelors,9.7,67.9,2.8,Rural,90.8,91520,3,0
Male,Hispanic,53,Masters,3.8,89.1,2.4,Urban,100.0,89365,3,1
Female,Asian,25,Bachelors,1.1,54.8,1.9,Rural,49.5,66019,3,0
Male,Hispanic,36,Bachelors,0.5,44.6,4.7,Suburban,11.9,77603,3,0
Male,Asian,33,PhD,3.4,98.4,4.2,Urban,91.9,91268,3,1
Female,White,28,Bachelors,13.1,70.7,1.8,Rural,41.8,104692,1,1
Male,Hispanic,28,High School,3.1,25.6,2.6,Rural,72.5,58550,3,0
Female,Hispanic,26,PhD,5.8,100.0,2.9,Urban,82.8,89703,3,0
Female,Hispanic,51,Masters,9.3,58.3,1.0,Suburban,38.0,76462,3,0
Female,Black,50,Bachelors,0.2,75.1,2.3,Suburban,63.8,77439,1,0
Male,Hispanic,22,PhD,2.4,42.4,1.0,Urban,26.2,64636,3,0
Male,White,39,PhD,0.2,91.7,2.5,Urban,84.9,87607,1,1
Female,White,32,Bachelors,4.5,90.5,3.7,Urban,74.8,95344,1,1
Male,Black,40,Bachelors,0.2,82.3,3.8,Suburban,42.7,76084,1,0
Male,White,42,Masters,4.0,100.0,1.5,Rural,29.8,100512,1,1
Female,Hispanic,29,High School,6.9,85.0,3.0,Urban,36.6,92383,4,0
Female,Hispanic,36,Masters,16.3,58.4,1.0,Rural,17.9,103457,4,0
Female,Hispanic,27,Masters,7.7,99.9,1.0,Suburban,94.0,92262,4,0
Male,Black,36,Bachelors,1.3,85.8,3.9,Suburban,2.4,76802,3,0
Female,Hispanic,22,High School,4.4,86.6,1.0,Suburban,67.6,74855,4,0
Male,Asian,22,Masters,0.1,100.0,4.6,Suburban,89.3,73242,3,1
Female,Asian,31,Masters,7.0,79.6,1.0,Urban,70.7,90218,4,0
Male,White,56,Bachelors,1.1,74.3,5.0,Urban,64.3,83167,1,1
Male,White,52,Masters,2.1,90.9,3.3,Urban,100.0,92035,2,1
Male,Hispanic,31,High School,7.5,71.9,3.1,Rural,72.8,90844,4,1
Male,White,27,PhD,1.0,78.0,1.7,Suburban,95.7,78344,2,1
Male,White,27,Masters,13.3,61.3,3.0,Rural,33.9,100877,2,1
Male,Asian,37,Bachelors,9.1,43.4,5.0,Rural,80.3,88108,3,1
Female,Hispanic,39,High School,4.5,60.7,1.0,Rural,31.6,82784,4,0
Female,Asian,22,Bachelors,2.0,58.5,1.3,Urban,49.0,68627,4,0
Male,White,41,Bachelors,17.8,74.9,3.2,Suburban,81.5,115352,1,1
Male,Black,38,Masters,2.4,45.6,1.5,Suburban,77.3,66752,1,0
Female,Hispanic,29,High School,4.2,58.6,2.1,Suburban,65.3,82375,3,0
Female,Black,46,Bachelors,5.0,43.1,2.0,Suburban,56.8,77896,2,0
Female,Asian,51,Masters,0.2,63.4,1.3,Rural,55.6,70461,3,0
Male,White,42,Bachelors,5.8,63.9,5.0,Urban,38.7,93680,4,1
Female,White,46,Masters,25.0,53.0,3.3,Suburban,65.3,116939,1,1
Male,Black,39,PhD,2.2,88.6,4.7,Suburban,23.8,93568,2,0
Female,Hispanic,31,Bachelors,0.5,65.8,2.8,Rural,61.4,75336,3,0
Female,White,40,Masters,0.7,54.5,2.7,Urban,64.3,70008,2,0
Male,White,34,High School,14.9,33.9,1.0,Suburban,18.6,101746,1,1
Male,White,22,PhD,8.5,29.8,1.3,Urban,43.0,91836,2,0
Male,Hispanic,32,Bachelors,3.9,55.4,4.1,Suburban,28.2,81177,3,0
Female,Hispanic,44,Bachelors,7.0,81.6,2.1,Suburban,44.4,85062,4,0
Female,Asian,49,Masters,10.8,91.8,1.3,Rural,91.6,102071,3,1
Male,Black,34,Bachelors,6.8,83.7,3.7,Suburban,63.1,88868,1,1
Female,Black,57,Masters,2.9,69.8,3.7,Rural,32.5,75453,3,0
Female,Black,33,Bachelors,6.6,79.0,1.0,Suburban,76.5,85506,2,0
Female,Hispanic,22,High School,4.5,17.1,5.0,Suburban,43.6,63997,3,0
Female,Black,27,High School,0.3,29.5,1.6,Suburban,73.0,66161,1,0
Female,White,37,High School,4.6,66.5,3.9,Urban,79.3,86754,1,0
Male,Asian,25,Bachelors,2.3,63.2,1.0,Urban,71.1,70183,3,0
Male,Black,28,Bachelors,1.4,39.4,1.9,Urban,71.7,59719,1,0
Male,White,47,Bachelors,5.6,64.3,1.5,Urban,78.6,83616,1,1
Female,White,28,Masters,1.6,53.5,2.6,Urban,55.3,69382,1,0
Female,Hispanic,44,High School,7.5,88.8,1.0,Urban,69.9,95113,4,0
Male,Hispanic,28,Bachelors,9.1,58.0,1.0,Urban,50.0,101819,3,0
Female,Asian,50,Bachelors,10.3,56.4,1.0,Suburban,37.0,88426,3,0
Female,Black,52,Bachelors,0.1,67.1,1.1,Urban,19.0,77872,1,0
Female,Asian,27,Masters,2.4,66.0,1.0,Rural,72.1,74360,3,0
Female,White,39,High School,9.7,57.0,3.9,Urban,71.9,93959,2,1
Male,White,44,High School,16.3,92.9,1.3,Urban,36.1,128343,1,1
Male,White,39,High School,5.0,89.7,2.1,Urban,74.7,102845,1,1
Male,Asian,33,Bachelors,13.0,75.5,2.8,Suburban,70.1,109633,3,1
Female,Asian,22,Bachelors,0.0,50.4,3.1,Urban,70.9,61438,3,0
Male,White,27,Masters,16.9,100.0,3.2,Urban,18.0,122359,1,1
Female,Hispanic,44,Masters,4.7,89.4,2.3,Urban,20.1,90994,3,0
Male,Hispanic,37,Masters,1.7,41.9,1.0,Rural,48.8,65746,3,0
Male,Asian,27,High School,15.8,80.4,1.2,Urban,96.7,109465,4,1
Male,Black,39,Bachelors,8.6,59.0,1.6,Urban,87.5,93360,2,1
Male,White,40,PhD,25.0,100.0,1.1,Urban,82.0,136397,2,1
Male,Asian,42,High School,8.5,82.9,3.8,Urban,61.3,99086,4,1
Female,Asian,39,PhD,1.4,54.6,2.3,Urban,59.2,59717,4,0
Female,White,30,Bachelors,2.6,86.5,1.3,Rural,6.3,85676,1,0
Male,Black,22,PhD,2.5,78.6,5.0,Rural,100.0,89091,1,1
Male,Asian,55,Masters,3.3,67.7,1.4,Urban,61.5,83226,3,0
Male,Asian,35,High School,3.9,29.3,4.5,Urban,87.5,76985,3,0
Male,White,39,Masters,6.4,60.3,1.5,Urban,57.6,78806,1,1
Male,White,39,Masters,5.0,59.9,1.6,Rural,88.8,83636,1,1
Female,Black,40,Masters,6.7,81.4,4.0,Urban,23.6,93968,1,0
Male,Black,32,Masters,7.4,100.0,1.3,Rural,74.0,95310,2,1
Female,White,45,High School,9.4,24.0,1.4,Suburban,41.7,78751,1,0
Male,Asian,24,Bachelors,5.5,78.0,1.9,Urban,38.9,85307,3,0
Female,Black,49,Masters,4.3,67.1,2.6,Urban,83.4,84175,2,0
Female,White,22,High School,1.4,11.3,2.2,Urban,57.1,60917,1,0
Male,Hispanic,42,High School,0.1,19.1,1.7,Suburban,100.0,56073,4,0
Male,Asian,22,PhD,3.1,82.5,2.0,Suburban,100.0,80359,3,1
Female,Asian,29,Bachelors,16.5,96.0,1.4,Urban,70.9,108603,3,1
Male,Hispanic,37,Bachelors,1.9,84.8,2.3,Rural,66.1,81668,4,0
Female,Asian,35,Bachelors,3.6,74.8,2.4,Urban,58.9,82616,3,0
Male,Hispanic,41,Masters,1.3,71.9,2.1,Urban,43.3,78302,3,0
Male,Asian,22,High School,0.2,74.7,5.0,Suburban,37.3,83988,3,0
Female,Asian,32,High School,0.5,55.7,1.4,Suburban,35.8,62288,3,0
Male,Hispanic,30,Masters,1.3,56.3,1.8,Suburban,89.1,74451,4,0
Female,Asian,22,High School,1.4,93.5,3.2,Urban,10.2,80023,3,0
Male,Asian,33,Bachelors,4.9,99.2,3.4,Urban,11.4,93758,4,0
Female,White,34,Bachelors,23.2,66.2,2.6,Urban,71.5,121686,2,1
Male,White,37,Masters,10.3,37.4,1.6,Urban,76.0,93764,2,1
Female,White,25,High School,1.0,72.6,5.0,Urban,26.6,80726,3,0
Female,Black,33,Masters,0.1,89.2,2.8,Urban,28.2,71478,1,0
Male,Asian,45,Bachelors,3.3,79.4,1.9,Rural,61.0,81845,3,1
Male,Black,34,Bachelors,3.2,80.0,3.6,Suburban,21.4,84935,1,0
Female,Black,46,PhD,0.1,33.0,2.5,Suburban,33.9,56873,1,0
Male,Black,22,Bachelors,5.1,94.4,3.6,Urban,57.5,94491,1,0
Male,White,31,Bachelors,13.2,88.1,2.2,Urban,66.6,102581,1,1
Male,Asian,35,Masters,0.2,78.6,3.3,Suburban,83.1,77402,3,0
Female,Asian,36,Bachelors,9.6,53.7,2.3,Rural,87.5,87073,3,0
Male,White,29,High School,8.1,55.1,3.2,Urban,58.1,95322,1,1
Female,White,23,Masters,1.2,90.2,3.2,Urban,52.0,86128,3,0
Female,White,53,Masters,5.9,60.0,2.3,Suburban,35.3,87448,1,0
Male,Asian,26,High School,22.7,65.3,1.0,Rural,57.4,115593,3,1
Male,White,25,Bachelors,9.2,87.8,5.0,Suburban,81.3,97118,1,1
Male,White,37,Bachelors,3.6,76.2,3.9,Urban,43.5,92711,1,1
Male,White,32,Masters,1.8,69.9,1.5,Suburban,90.9,81863,2,1
Female,White,26,Masters,7.0,70.1,1.0,Urban,9.9,84278,2,0
Female,Asian,22,Masters,2.1,54.6,3.6,Suburban,20.7,64957,3,0
Male,Hispanic,30,Bachelors,6.1,95.5,1.7,Urban,62.6,102342,4,1
Female,Asian,33,High School,9.4,100.0,2.2,Suburban,54.2,104186,3,0
Female,White,36,Bachelors,8.0,50.2,3.4,Rural,75.2,82990,1,0
Female,White,22,Bachelors,0.6,74.7,2.0,Urban,100.0,81430,1,0
Male,White,34,Masters,6.4,51.2,2.2,Urban,87.7,83415,1,1
Male,Asian,41,Masters,16.5,94.7,1.2,Suburban,100.0,112769,3,1
Female,Hispanic,23,Bachelors,13.3,35.4,1.8,Rural,68.5,94198,4,0
Male,Asian,49,High School,6.0,83.5,3.9,Urban,38.6,87804,3,0
Male,White,22,Bachelors,4.8,76.2,4.2,Suburban,81.1,94576,3,1
Female,Asian,42,Masters,7.9,66.9,1.0,Rural,87.7,91211,4,0
Female,Asian,43,Bachelors,5.8,62.9,2.8,Urban,40.4,81393,3,0
Male,White,26,Bachelors,3.2,58.5,1.0,Urban,88.6,87919,1,0
Male,Black,43,High School,2.7,66.0,3.6,Urban,23.8,82147,1,0
Male,Hispanic,24,Masters,3.4,46.4,1.1,Urban,68.0,80202,4,0
Female,Hispanic,39,Masters,0.9,46.3,1.7,Suburban,42.3,65743,3,0
Female,Asian,34,PhD,3.1,92.7,4.0,Urban,51.3,85587,3,0
Female,Hispanic,27,Bachelors,3.4,37.2,2.6,Rural,39.9,74864,3,0
Female,Asian,23,Bachelors,1.3,60.0,1.4,Rural,44.4,65138,3,0
Female,Hispanic,36,Bachelors,2.7,75.8,1.0,Urban,88.7,64359,3,0
Male,White,24,Bachelors,0.3,47.6,1.0,Urban,64.6,72457,3,0
Male,Black,22,Bachelors,8.6,30.9,1.0,Urban,44.8,85216,3,0
Male,Asian,42,PhD,2.0,100.0,2.8,Suburban,59.1,96661,3,0
Female,White,49,Bachelors,6.5,34.9,2.2,Urban,18.1,83621,1,0
Female,White,29,High School,7.3,40.6,2.2,Urban,98.7,71599,1,1
Male,Black,24,Bachelors,5.1,84.6,1.5,Rural,68.4,88455,1,0
Male,White,43,PhD,6.6,100.0,1.2,Rural,58.7,103391,1,1
Male,Black,32,Masters,12.0,44.1,1.0,Urban,33.8,88144,1,0
Male,White,40,Bachelors,1.9,79.8,1.9,Suburban,29.7,81814,3,0
Female,White,30,PhD,6.8,100.0,1.2,Urban,8.2,96206,1,0
