Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,Black,28,Masters,7.2,73.4,95.7,1.7,Rural,85253,2,0
Male,Black,25,Masters,3.6,56.7,73.1,1.0,Rural,77605,2,0
Male,White,22,High School,1.4,89.7,37.1,1.3,Urban,88303,1,0
Female,Asian,25,High School,1.5,82.9,74.4,1.1,Urban,83521,4,0
Female,Black,33,Bachelors,0.9,25.5,81.0,1.3,Urban,58165,1,0
Female,White,37,Bachelors,1.2,47.4,39.1,1.0,Urban,66850,1,0
Male,White,49,Masters,4.5,63.6,28.9,4.4,Rural,80762,2,1
Male,Asian,34,High School,16.4,90.2,0.0,1.8,Rural,113708,3,1
Female,Asian,38,PhD,0.2,92.7,16.2,2.0,Urban,71003,3,0
Male,White,50,Masters,1.3,33.9,36.8,2.6,Urban,68711,1,0
Female,Black,49,Bachelors,3.3,90.9,38.8,1.0,Rural,87568,1,0
Male,Asian,32,Bachelors,1.5,50.9,56.2,5.0,Urban,67728,3,0
Male,White,38,High School,3.5,93.3,24.6,2.4,Urban,104786,1,1
Female,Asian,23,Bachelors,8.0,88.4,25.2,2.4,Urban,85365,4,0
Male,Asian,29,Bachelors,9.0,55.0,44.7,1.0,Urban,95784,3,1
Male,White,35,Masters,11.3,91.8,31.5,2.2,Urban,107731,4,1
Female,Hispanic,40,Masters,0.9,90.2,65.1,1.9,Rural,77339,4,0
Male,Hispanic,25,Masters,6.4,89.7,10.3,1.5,Urban,97342,4,0
Female,Black,30,Bachelors,6.4,74.3,26.6,1.0,Suburban,78932,3,0
Female,White,27,Bachelors,5.9,73.1,41.6,2.1,Urban,83448,3,0
Female,White,32,Masters,1.5,52.4,30.8,2.8,Urban,73051,1,0
Female,Black,44,Bachelors,0.5,83.7,35.7,1.4,Urban,77822,1,0
Female,Asian,32,Bachelors,0.4,55.3,13.3,1.7,Urban,65738,3,0
Male,Hispanic,31,PhD,4.3,87.5,0.0,3.0,Urban,87534,3,0
Female,Asian,34,Masters,0.9,61.5,16.7,2.4,Suburban,71576,3,0
Male,Hispanic,35,PhD,3.4,34.8,18.4,2.7,Suburban,77890,4,0
Male,Asian,45,High School,9.3,55.3,23.3,3.5,Urban,92526,3,0
Female,Hispanic,48,Bachelors,8.8,92.6,26.1,5.0,Suburban,94870,3,0
Female,Asian,60,Bachelors,7.7,40.4,42.8,2.0,Suburban,75815,3,0
Male,White,53,Masters,3.2,34.9,35.5,2.9,Suburban,59493,1,0
Female,Asian,38,High School,12.2,59.5,63.3,1.6,Suburban,101675,3,0
Male,Asian,40,Bachelors,11.2,47.8,56.1,5.0,Urban,92026,3,1
Female,Black,39,High School,3.3,26.3,53.7,4.4,Urban,59731,1,0
Female,White,32,PhD,4.2,65.1,87.0,4.4,Urban,90700,2,1
Male,White,22,PhD,14.1,97.4,4.7,2.0,Suburban,110972,2,1
Female,White,22,Masters,13.0,89.2,68.8,1.0,Suburban,107076,1,1
Male,Asian,58,High School,9.4,79.9,60.9,2.3,Rural,96399,3,1
Male,Asian,31,Masters,6.9,100.0,51.9,1.1,Urban,97479,4,1
Male,Hispanic,35,Bachelors,1.3,69.1,25.3,2.1,Urban,80529,4,0
Female,White,26,Masters,6.2,71.4,56.3,1.0,Urban,92749,1,0
Male,Black,29,Bachelors,1.1,58.6,77.8,1.9,Urban,81149,1,0
Male,White,22,Bachelors,11.9,37.6,41.1,3.4,Urban,96650,1,1
Male,White,28,Bachelors,0.4,50.5,52.8,3.3,Urban,64320,2,0
Male,White,40,Bachelors,6.0,83.8,62.7,4.6,Suburban,101640,2,1
Female,Black,40,High School,7.2,82.8,86.1,1.7,Urban,84174,2,0
Female,White,49,Masters,0.2,99.4,34.1,2.0,Urban,76557,1,0
Male,Hispanic,22,PhD,4.7,100.0,11.1,2.4,Suburban,93519,3,0
Male,Black,22,Masters,5.4,69.1,71.9,1.0,Urban,90899,1,0
Female,Hispanic,28,Masters,7.3,26.9,40.3,1.8,Suburban,71807,4,0
Female,Black,22,Bachelors,3.1,60.8,91.9,2.8,Urban,79650,1,0
Male,Asian,31,Masters,4.9,63.5,27.4,4.0,Suburban,85735,3,0
Female,Black,51,Bachelors,0.6,45.8,66.4,1.0,Suburban,70112,1,0
Female,Asian,44,High School,2.0,51.0,70.3,5.0,Urban,71309,3,0
Female,Asian,30,Masters,12.6,61.3,40.0,1.0,Suburban,91248,3,0
Female,White,46,Bachelors,4.5,18.9,94.3,2.3,Urban,64963,3,0
Male,Hispanic,32,High School,1.9,56.5,76.1,1.0,Urban,79989,3,0
Female,Asian,36,High School,3.1,93.0,56.5,4.5,Urban,84217,3,1
Male,White,32,Masters,0.4,100.0,45.1,1.3,Rural,89726,1,0
Male,Asian,27,Masters,0.4,95.0,4.6,4.3,Suburban,86788,4,0
Male,Hispanic,23,Bachelors,2.2,59.9,53.0,1.7,Urban,73078,4,0
Female,Hispanic,31,Bachelors,0.5,78.9,59.7,3.0,Rural,71092,4,0
Male,Black,33,Bachelors,3.8,55.5,52.2,1.0,Urban,77119,1,0
Female,Hispanic,23,High School,6.5,67.1,51.7,1.5,Suburban,85684,3,0
Male,Asian,24,High School,1.8,29.7,3.0,2.0,Suburban,70313,4,0
Male,Hispanic,34,PhD,1.4,74.1,74.8,2.2,Urban,79223,4,0
Female,Hispanic,27,Bachelors,12.3,57.3,15.2,1.3,Rural,99307,4,0
Female,Hispanic,22,Masters,4.1,60.5,41.5,1.7,Suburban,74545,3,0
Male,Black,28,High School,1.9,81.7,61.5,1.7,Rural,83372,1,0
Male,Asian,45,Masters,0.9,94.2,0.0,1.1,Urban,80874,3,0
Female,Asian,22,Masters,0.4,62.0,29.8,2.2,Urban,72956,4,0
Male,Hispanic,35,Bachelors,0.5,69.3,32.0,1.0,Urban,80273,4,0
Male,Hispanic,41,PhD,10.8,51.2,58.6,2.8,Rural,93972,3,1
Male,Black,37,High School,9.6,63.7,53.7,4.3,Suburban,98871,2,0
Female,Hispanic,34,PhD,3.6,77.7,57.3,1.9,Urban,87650,4,0
Female,Asian,35,Masters,0.7,41.9,97.1,4.3,Urban,59361,4,0
Female,Hispanic,57,Bachelors,4.1,69.4,12.4,4.5,Suburban,85680,3,0
Male,Black,42,Bachelors,2.9,45.7,17.0,1.9,Suburban,74669,1,0
Male,Hispanic,42,Bachelors,2.7,57.5,41.2,2.5,Suburban,71242,3,0
Male,Hispanic,28,High School,0.9,80.3,41.4,4.3,Suburban,77426,4,0
Male,White,25,High School,5.0,73.7,15.8,2.1,Suburban,85617,2,1
Male,White,31,Bachelors,4.8,38.9,75.7,3.4,Urban,85419,1,1
Male,Asian,30,Masters,3.6,85.4,58.0,1.3,Urban,85796,4,1
Female,Asian,39,Masters,5.7,55.7,72.4,1.6,Urban,85749,3,0
Male,Hispanic,25,Masters,1.6,40.1,39.7,2.0,Urban,65785,4,0
Female,Black,33,Masters,0.0,76.2,40.9,3.6,Urban,64117,2,0
Female,Asian,36,High School,2.7,86.1,0.0,1.1,Urban,83517,3,0
Male,Hispanic,22,Bachelors,7.2,27.9,13.5,1.1,Urban,81313,4,0
Male,White,27,High School,3.9,80.5,18.0,3.2,Rural,90232,3,0
Female,White,44,Bachelors,0.1,43.2,54.5,4.5,Suburban,65198,1,0
Male,White,22,High School,3.2,62.9,46.2,1.6,Suburban,79141,1,1
Female,White,57,Bachelors,6.7,44.7,23.6,1.3,Suburban,80882,2,0
Male,White,22,Masters,2.7,55.0,4.1,1.7,Rural,79671,2,0
Female,Black,41,High School,0.9,44.6,61.4,5.0,Rural,61153,2,0
Female,Hispanic,22,Masters,5.4,65.0,23.1,4.0,Urban,82203,4,0
Female,Asian,22,Bachelors,3.1,87.1,53.1,2.3,Suburban,83565,4,0
Female,Hispanic,40,Bachelors,1.4,44.9,17.7,2.8,Urban,65529,4,0
Female,Asian,43,Masters,10.9,51.1,42.3,3.4,Rural,94006,3,0
Female,Black,30,PhD,3.0,42.9,23.0,1.1,Urban,67250,2,0
Female,Hispanic,40,Bachelors,4.8,46.1,65.2,1.0,Suburban,70922,3,0
Female,Hispanic,22,High School,3.4,75.7,72.5,1.6,Urban,72918,3,0
Male,Black,53,PhD,4.0,86.0,33.8,1.4,Rural,86526,1,0
Female,White,22,Bachelors,3.9,40.3,54.4,1.4,Urban,69190,1,0
Male,Black,28,Masters,8.6,40.6,57.4,1.2,Urban,76238,1,0
Female,Black,28,Masters,0.7,72.9,53.0,2.0,Suburban,81057,1,0
Female,Hispanic,42,PhD,12.0,90.1,71.1,5.0,Suburban,111378,3,1
Male,Asian,26,Masters,1.8,74.3,23.5,1.1,Suburban,82481,3,0
Female,Asian,42,Bachelors,6.8,52.6,76.7,1.2,Rural,74556,3,0
Male,Black,37,Masters,1.7,36.4,63.7,4.2,Urban,65076,3,0
Male,White,24,Bachelors,7.6,81.4,17.5,4.4,Suburban,89675,1,1
Male,Asian,29,Masters,2.6,49.3,60.3,1.3,Urban,71210,3,0
Female,White,25,High School,2.8,52.5,40.5,3.7,Rural,80294,1,1
Male,White,41,Masters,11.5,96.3,47.5,4.9,Suburban,102950,1,1
Male,Hispanic,29,Bachelors,10.4,58.1,14.0,1.8,Urban,94813,4,0
Female,White,36,Masters,0.2,60.7,45.0,2.6,Urban,82678,1,0
Female,Asian,39,High School,5.6,34.5,67.4,4.2,Suburban,75428,3,1
Male,Black,32,High School,1.5,69.8,66.3,2.0,Suburban,80195,1,0
Male,White,32,High School,7.0,72.2,82.0,2.6,Suburban,104752,1,1
Female,Asian,37,High School,5.7,47.6,41.1,5.0,Rural,69849,4,0
Male,Hispanic,35,PhD,0.4,41.4,42.8,1.3,Urban,60751,4,0
Male,Hispanic,23,High School,1.4,40.0,19.0,1.0,Urban,69247,3,0
Female,White,23,Bachelors,3.0,70.2,93.4,1.4,Rural,79167,3,0
Male,Black,22,Masters,4.3,70.6,76.4,4.0,Urban,87086,2,0
Female,Asian,34,High School,4.5,66.3,58.1,4.3,Suburban,81357,3,0
Female,Asian,25,High School,2.8,57.9,68.2,2.2,Urban,69062,4,0
Female,Black,49,Bachelors,3.8,37.6,43.0,1.1,Suburban,78778,1,0
Male,Black,35,Bachelors,4.5,98.3,18.6,1.0,Suburban,92818,1,0
Female,Black,27,High School,0.1,29.5,69.6,3.7,Urban,60405,4,0
Male,Hispanic,34,High School,0.3,46.0,24.6,3.8,Rural,68846,4,0
Female,White,52,Masters,4.9,72.7,10.9,1.1,Suburban,85450,2,0
Male,Hispanic,22,High School,4.8,58.2,47.7,2.7,Urban,83726,3,0
Male,White,32,Masters,13.7,69.6,58.8,4.0,Rural,98212,4,1
Female,Black,22,Bachelors,2.0,43.0,47.8,1.6,Suburban,66470,3,0
Female,Hispanic,22,Masters,1.8,86.1,77.9,3.0,Rural,77994,3,0
Female,Asian,36,High School,3.2,57.8,83.6,3.1,Urban,76533,3,0
Male,Hispanic,54,Masters,13.8,45.4,24.6,1.4,Urban,96704,3,0
Female,Asian,50,Masters,6.2,92.7,26.5,2.1,Rural,96013,3,0
Female,White,46,Masters,6.1,63.7,30.8,2.1,Rural,88395,1,0
Female,Hispanic,24,High School,6.7,69.7,64.9,1.9,Urban,75142,3,0
Male,Black,49,Masters,6.2,86.3,100.0,1.0,Urban,83855,1,1
Male,Black,33,Bachelors,0.1,75.7,11.2,3.1,Rural,73971,1,0
Female,Asian,42,High School,3.5,70.2,49.0,4.0,Suburban,86006,3,0
Male,Hispanic,25,Bachelors,1.8,70.8,49.3,2.8,Suburban,82850,4,0
Male,White,28,High School,0.1,65.2,66.3,2.3,Rural,77870,2,0
Female,Black,41,High School,0.1,85.6,48.9,2.0,Urban,71665,1,0
Female,White,53,Masters,8.4,86.9,40.7,2.3,Rural,102492,1,1
Male,Black,42,High School,2.5,41.4,31.3,1.5,Urban,83873,2,0
Male,Hispanic,35,Bachelors,3.5,79.6,74.0,3.3,Suburban,86329,4,0
Female,White,22,Masters,2.3,93.7,56.3,3.9,Urban,87240,2,0
Female,White,35,High School,11.7,88.4,70.7,1.5,Rural,104181,2,1
Male,Black,41,PhD,3.1,100.0,17.1,1.0,Suburban,99549,1,0
Male,White,45,Bachelors,9.3,89.2,61.8,2.3,Suburban,98192,1,1
Male,White,35,Bachelors,2.8,49.6,34.5,5.0,Rural,83660,1,0
Male,White,29,Masters,6.4,61.5,21.0,1.2,Rural,87178,1,1
Male,White,33,High School,5.5,63.4,62.9,4.1,Urban,91099,2,1
Female,White,43,Bachelors,1.3,43.7,58.7,1.2,Urban,72031,1,0
Male,Hispanic,51,Bachelors,6.6,65.0,11.2,1.0,Suburban,86770,4,0
Male,White,33,Bachelors,7.5,75.2,25.5,5.0,Urban,100587,2,1
Male,White,53,Masters,8.1,57.9,5.3,1.0,Rural,84209,2,0
Male,Asian,22,Bachelors,0.7,90.3,58.8,1.6,Urban,81939,3,1
Female,Black,26,Masters,4.9,46.3,23.7,1.0,Rural,75505,3,0
Male,Black,40,Bachelors,1.4,87.3,91.0,2.4,Urban,92061,3,0
Female,White,28,Bachelors,10.7,89.1,56.2,1.2,Rural,99701,3,1
Male,Black,35,Bachelors,1.8,57.2,45.9,1.0,Rural,72743,1,0
Male,White,30,Masters,2.5,74.9,41.8,1.0,Rural,86376,1,0
Female,White,27,Bachelors,7.3,100.0,67.1,1.4,Urban,101138,2,1
Male,White,22,Bachelors,5.1,93.9,0.0,1.1,Urban,104107,1,0
Female,White,38,High School,6.3,49.4,32.2,3.2,Urban,86739,2,1
Male,Hispanic,23,High School,0.7,58.8,77.6,2.1,Suburban,77069,3,0
Female,Asian,38,Bachelors,9.4,32.2,38.4,3.4,Urban,84850,3,0
Female,Black,45,Masters,2.4,100.0,70.7,1.0,Suburban,81309,1,0
Male,Hispanic,38,Masters,14.7,84.5,73.5,1.4,Suburban,113085,4,1
Male,White,22,Masters,1.0,55.8,21.8,2.0,Rural,72038,3,0
Female,Black,42,PhD,2.8,100.0,56.9,1.6,Suburban,90470,1,0
Female,White,29,High School,2.4,28.4,44.2,3.3,Urban,74266,2,0
Female,White,26,Masters,0.6,25.7,26.5,2.4,Suburban,56721,2,0
Female,White,36,Bachelors,3.6,99.3,31.6,1.6,Urban,97499,2,1
Female,Asian,35,Bachelors,3.3,85.8,56.9,2.2,Urban,84715,3,0
Male,White,29,PhD,2.1,48.2,63.1,2.5,Urban,79610,1,1
Male,White,26,Masters,1.1,69.2,45.5,4.7,Rural,88449,1,1
Female,White,28,Bachelors,11.8,59.9,55.6,4.1,Suburban,95570,3,1
Female,White,31,Masters,0.3,62.2,52.4,1.9,Urban,76089,3,0
Male,Hispanic,40,Bachelors,2.0,55.8,47.6,1.0,Urban,80432,3,0
Female,Asian,41,Masters,1.7,51.0,51.9,1.9,Suburban,59848,4,0
Male,White,29,Bachelors,1.8,48.2,55.8,4.1,Urban,72985,1,0
Male,Hispanic,42,Bachelors,4.8,51.9,10.5,1.0,Rural,84341,3,0
Male,Asian,40,High School,2.5,99.1,31.3,4.2,Suburban,87662,3,1
Male,Black,33,Masters,2.1,58.9,61.4,2.9,Rural,84185,1,0
Male,White,40,Masters,3.1,86.1,47.1,3.2,Urban,88251,1,1
Female,Hispanic,44,Masters,8.4,100.0,60.4,1.9,Urban,99122,3,0
Male,Hispanic,44,PhD,2.5,90.8,64.7,1.8,Urban,94942,3,0
Female,White,34,High School,3.0,78.3,42.2,1.4,Rural,80382,1,0
Female,Hispanic,57,PhD,0.9,100.0,26.0,1.0,Suburban,85044,4,0
Male,Hispanic,34,High School,2.9,37.7,13.1,3.8,Urban,71412,3,0
Female,Hispanic,31,Bachelors,0.9,47.7,19.9,3.5,Rural,59688,3,0
Female,White,52,Bachelors,3.7,91.8,52.4,2.2,Rural,78007,1,1
Male,Black,43,Bachelors,0.7,73.5,4.8,4.0,Urban,75439,3,0
Female,White,27,Masters,0.3,19.6,94.4,1.5,Urban,60604,1,0
Female,Black,24,Bachelors,22.8,70.4,34.4,2.1,Urban,122865,1,1
Male,Asian,37,Bachelors,1.6,62.6,15.3,2.4,Suburban,73616,4,0
Male,Asian,43,Masters,2.5,92.4,29.6,2.4,Urban,91483,3,0
Female,Black,39,Masters,1.7,79.6,58.8,1.0,Suburban,83731,1,0
Female,Hispanic,38,Masters,7.4,31.5,72.4,1.8,Suburban,74906,4,0
Male,Asian,40,Masters,3.0,57.9,63.8,1.0,Urban,80177,4,1
Male,White,36,PhD,4.0,32.5,73.8,1.2,Urban,76301,2,0
Male,Hispanic,46,PhD,8.3,42.7,24.0,2.8,Urban,83288,3,0
Male,Hispanic,50,Masters,3.4,95.6,12.4,2.9,Urban,95147,3,0
Female,Hispanic,30,High School,2.6,58.2,40.6,3.1,Urban,77606,3,0
Female,Black,22,Bachelors,3.6,36.3,70.9,4.1,Suburban,68600,1,0
Male,Black,30,Masters,3.5,80.3,10.2,2.7,Urban,79694,1,0
Female,Black,33,PhD,1.6,52.2,69.8,3.0,Urban,61493,1,0
Male,Hispanic,22,Bachelors,6.4,99.2,0.0,3.8,Suburban,94624,3,0
Male,Asian,22,Bachelors,11.7,69.0,58.9,4.0,Urban,115644,3,1
Female,White,23,Bachelors,10.3,71.9,71.3,1.3,Urban,101808,1,0
Male,Asian,50,Bachelors,4.6,47.6,4.3,1.5,Suburban,78160,3,0
Female,White,24,Bachelors,2.8,66.0,52.3,1.0,Urban,77107,1,0
Female,Black,40,Bachelors,1.1,52.4,35.0,1.0,Urban,67736,1,0
Female,Black,35,High School,2.0,74.9,58.6,1.2,Urban,74065,2,0
Male,Asian,30,Bachelors,16.9,77.6,63.0,3.6,Urban,109905,4,1
Female,White,27,Bachelors,1.9,30.4,54.8,1.0,Urban,61606,1,0
Female,White,30,Bachelors,4.9,73.2,40.0,2.3,Suburban,85714,1,0
Female,Hispanic,36,Bachelors,4.1,39.0,70.3,2.3,Rural,62186,3,0
Male,Hispanic,35,Bachelors,1.1,50.2,43.8,1.1,Urban,76633,3,0
Male,White,44,Masters,2.3,41.4,65.7,3.5,Urban,84926,2,1
Female,White,40,Bachelors,2.2,54.2,47.7,3.2,Suburban,77199,1,0
Male,White,34,Bachelors,14.2,53.1,54.5,2.9,Urban,96325,4,1
Female,Asian,38,Bachelors,5.1,52.8,64.9,2.5,Suburban,73681,3,0
Female,Hispanic,22,High School,1.6,73.3,6.8,1.4,Urban,67546,4,0
Male,Black,36,Bachelors,0.2,81.7,75.9,1.8,Suburban,74344,1,0
Female,Black,48,Masters,14.8,81.0,40.2,1.5,Rural,105813,2,0
Female,White,40,Bachelors,3.0,67.1,26.2,5.0,Suburban,72744,2,0
Female,Asian,24,High School,17.4,93.4,80.1,2.3,Suburban,109916,3,1
Male,Black,23,Bachelors,11.4,68.7,63.1,1.7,Suburban,88744,1,0
Female,Hispanic,39,Bachelors,3.1,49.6,50.5,3.8,Urban,73807,3,0
Female,Hispanic,36,High School,1.2,37.6,22.1,3.8,Urban,61212,3,0
Male,White,22,High School,3.3,58.2,93.1,1.5,Suburban,89172,2,0
Male,Black,34,Masters,5.5,60.3,9.3,3.3,Urban,80518,1,0
Male,Black,35,Bachelors,1.7,75.2,43.2,2.6,Urban,84261,1,0
Female,White,35,High School,14.2,88.3,53.2,1.1,Urban,109717,1,1
Male,White,36,Bachelors,11.1,86.1,58.3,2.4,Suburban,95287,1,1
Male,Hispanic,47,Bachelors,7.5,65.3,31.5,1.5,Urban,96940,3,0
Male,Black,32,Bachelors,18.4,81.4,36.0,1.0,Urban,115750,2,1
Male,White,48,Bachelors,0.9,99.7,64.3,4.2,Urban,97443,2,1
Male,Asian,32,Bachelors,12.4,72.1,61.9,5.0,Urban,96646,4,1
Male,Black,26,Bachelors,21.9,43.7,84.0,2.9,Urban,117587,3,1
Male,Hispanic,22,High School,3.4,63.9,20.3,1.0,Urban,81687,3,0
Female,White,39,Bachelors,1.2,71.5,100.0,1.5,Urban,85431,4,0
Female,Asian,33,Bachelors,2.9,75.4,32.4,1.3,Suburban,81630,3,0
Male,White,46,Masters,8.8,45.8,63.5,3.6,Suburban,84909,1,1
Male,Hispanic,22,Masters,2.5,63.4,60.6,2.3,Urban,75070,3,0
Female,Hispanic,47,Masters,0.1,41.9,51.7,4.2,Urban,60593,3,0
Male,Black,40,High School,3.1,76.7,25.5,2.3,Rural,83324,2,0
Male,White,45,Bachelors,3.5,67.7,76.2,3.4,Urban,86545,1,0
Male,White,43,High School,6.3,82.9,51.3,1.0,Rural,94192,1,1
Female,Black,34,Bachelors,0.8,89.4,4.3,1.0,Urban,84474,1,0
Male,Asian,47,Masters,0.2,45.9,38.4,2.3,Urban,62540,3,0
Female,Black,22,Bachelors,1.2,82.8,71.2,1.0,Rural,77435,2,0
Female,Asian,45,PhD,2.7,79.7,41.1,2.1,Urban,77020,3,0
Male,White,22,High School,1.4,39.6,41.7,2.3,Urban,75617,1,0
Male,White,43,High School,5.2,72.9,29.3,2.2,Rural,93969,2,0
Male,Hispanic,22,Bachelors,1.5,60.5,9.4,2.7,Urban,72367,3,0
Female,White,30,Bachelors,0.2,66.4,35.8,2.7,Urban,78775,1,0
Female,Asian,32,Bachelors,2.8,70.8,35.0,1.8,Suburban,72094,3,0
Male,Hispanic,35,PhD,5.0,49.5,54.0,1.1,Rural,74529,3,0
Male,White,45,High School,1.2,100.0,37.9,1.7,Urban,84431,1,0
Male,White,44,High School,0.8,52.4,4.2,1.0,Urban,69519,3,0
Male,Asian,39,Bachelors,0.5,60.1,64.1,2.7,Urban,76826,3,0
Male,White,52,Bachelors,16.0,73.8,47.8,1.4,Suburban,109701,1,1
Female,White,31,Masters,5.9,100.0,92.4,2.1,Urban,95680,1,1
Male,Black,23,Bachelors,3.6,77.2,89.5,1.6,Rural,87034,2,0
Female,Asian,29,Masters,1.1,50.2,53.0,1.0,Urban,63374,4,0
Female,Black,35,Masters,2.1,72.7,48.6,1.7,Suburban,71699,1,0
Female,Black,36,Masters,5.4,86.2,51.2,3.0,Rural,88871,3,0
Male,Asian,44,Masters,0.7,70.8,67.2,4.6,Rural,79477,4,1
Male,Hispanic,22,Masters,13.1,55.0,24.0,5.0,Rural,96447,3,1
Female,Black,58,PhD,2.3,53.7,62.9,1.7,Suburban,74452,3,0
Male,White,37,High School,4.1,87.4,37.1,2.2,Suburban,85682,1,1
Female,White,46,Masters,5.6,60.7,62.4,5.0,Urban,80497,2,1
Female,Hispanic,37,Bachelors,11.3,60.6,76.3,2.8,Urban,86348,3,1
Female,Black,25,Masters,13.0,31.4,42.4,3.0,Rural,85805,2,0
Male,White,22,PhD,5.8,100.0,55.7,4.6,Urban,103156,1,1
Male,White,25,Bachelors,9.6,41.2,94.6,5.0,Rural,84461,2,1
Female,Black,24,Bachelors,10.7,96.4,48.5,4.0,Urban,102095,1,1
Female,Hispanic,49,PhD,3.5,100.0,72.6,2.9,Rural,83985,3,0
Male,Black,25,Masters,5.3,48.5,38.3,1.0,Urban,83556,2,0
Male,White,22,High School,0.9,57.8,70.2,3.1,Urban,76377,2,1
Female,Asian,22,PhD,3.5,86.4,9.5,2.1,Rural,81304,3,0
Male,Black,37,Masters,3.6,94.5,62.1,1.0,Suburban,81551,1,0
Female,Asian,29,Bachelors,0.7,79.2,62.7,4.6,Urban,70195,4,0
Female,Hispanic,33,High School,11.8,86.8,69.8,4.1,Urban,90937,4,0
Male,Asian,45,Masters,2.7,100.0,12.5,3.2,Urban,88969,4,0
Female,Asian,53,Masters,5.6,74.7,55.0,1.1,Urban,82594,3,0
Male,Hispanic,35,Bachelors,1.8,56.9,2.7,3.6,Urban,78959,3,0
Female,White,33,Masters,0.3,73.3,33.9,3.0,Urban,79406,1,0
Male,White,47,High School,3.2,92.9,39.4,3.1,Urban,86063,3,1
Male,Asian,27,High School,2.0,36.6,28.0,1.9,Urban,71019,3,0
Male,Black,34,High School,1.9,81.6,74.2,4.2,Urban,84353,1,0
Male,Hispanic,23,Bachelors,1.2,31.6,40.8,1.0,Suburban,62114,3,0
Female,White,40,Masters,7.4,99.5,42.6,3.8,Urban,94263,4,1
Male,White,28,High School,13.2,85.4,82.4,4.4,Rural,110457,4,1
Male,Hispanic,32,PhD,4.3,82.1,51.7,1.6,Suburban,99097,3,0
Male,Asian,38,High School,21.6,28.1,22.7,4.6,Suburban,100570,3,1
Male,Black,36,Bachelors,3.1,81.1,79.1,1.1,Suburban,81872,1,0
Male,Asian,48,High School,7.6,73.4,59.5,1.0,Rural,91333,3,1
Male,White,39,Masters,0.5,72.2,60.9,3.2,Urban,81261,2,1
Female,Hispanic,23,Bachelors,2.3,95.2,11.7,3.7,Urban,81283,3,0
Female,Black,54,PhD,0.9,33.3,52.8,2.9,Urban,60124,1,0
Female,White,36,PhD,3.3,94.3,45.3,1.9,Suburban,91095,1,0
Female,Black,22,High School,11.8,74.4,82.8,2.7,Urban,97307,1,0
Male,Hispanic,28,PhD,1.3,74.3,73.4,3.4,Suburban,79653,3,0
Male,White,26,High School,8.4,69.9,22.1,3.7,Rural,92372,1,1
Female,White,25,Masters,25.0,92.3,94.3,3.9,Urban,125601,1,1
Male,White,24,High School,4.5,20.8,59.0,5.0,Urban,78795,4,1
Female,White,35,Bachelors,3.2,93.8,33.1,4.2,Rural,86441,1,1
Female,Asian,31,Masters,11.0,50.2,35.4,1.6,Urban,83894,3,0
Female,Asian,26,PhD,1.9,85.6,29.8,1.0,Rural,79050,4,0
Male,Black,65,Bachelors,11.7,85.4,19.0,2.8,Suburban,109998,1,0
Male,White,35,Masters,3.4,69.4,48.8,3.1,Rural,78821,1,1
Female,White,28,Bachelors,1.0,59.2,92.7,2.9,Rural,69187,1,0
Female,Hispanic,48,Masters,8.3,55.5,23.8,2.9,Urban,84084,4,0
Female,Hispanic,24,PhD,3.3,49.2,79.7,1.8,Rural,67206,3,0
Male,White,54,PhD,8.6,49.1,49.4,2.8,Urban,93402,2,1
Female,White,44,Bachelors,0.1,75.7,61.6,2.9,Urban,72223,1,0
Male,White,51,Bachelors,23.2,74.8,36.4,3.5,Suburban,135916,1,1
Male,Asian,50,High School,4.4,73.5,0.0,1.2,Rural,78060,4,0
Female,White,28,Masters,8.8,71.5,68.0,4.5,Urban,95920,1,1
Male,White,36,High School,5.8,63.7,51.7,4.8,Urban,95530,1,1
Male,Asian,25,Bachelors,2.2,79.2,19.9,2.8,Urban,90004,3,0
Male,Hispanic,22,Masters,1.5,93.6,48.8,1.9,Suburban,85484,4,0
Female,White,41,PhD,20.2,87.2,77.7,2.8,Urban,118917,3,1
Female,Asian,36,High School,2.6,25.5,54.2,1.4,Urban,56667,3,0
Female,White,44,Bachelors,1.4,28.3,29.7,2.9,Suburban,65927,2,0
Male,White,47,Masters,4.8,100.0,70.1,3.2,Urban,94848,1,1
Female,Asian,34,PhD,4.4,88.9,6.7,1.4,Urban,80202,4,0
Male,White,25,Bachelors,4.8,50.4,79.5,1.8,Urban,69833,3,1
Female,White,45,Bachelors,6.9,27.3,36.0,2.6,Urban,77985,2,0
Female,White,37,Masters,0.4,89.5,67.4,1.6,Suburban,82784,1,0
Male,White,37,Masters,3.8,54.8,72.0,1.0,Rural,88068,1,0
Male,Black,39,High School,4.7,49.8,63.0,1.5,Rural,85584,1,0
Female,Hispanic,49,Masters,1.7,32.8,42.9,3.8,Rural,57880,3,0
Male,Hispanic,29,High School,2.5,51.2,53.5,3.2,Suburban,63302,3,0
Male,Hispanic,34,Bachelors,15.7,69.6,20.2,1.5,Rural,102375,3,1
Female,White,53,Bachelors,8.7,44.2,90.5,4.7,Rural,88533,3,1
Female,Hispanic,35,Masters,0.4,83.1,18.4,2.9,Urban,77373,3,0
Male,Asian,37,PhD,1.0,79.2,33.5,1.4,Urban,79434,4,0
Female,Black,42,Masters,1.4,31.6,70.3,5.0,Urban,61220,2,0
