Gender,Race,Age,Education_Level,Experience_Years,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,Black,37,Bachelors,0.1,20.1,2.0,Suburban,60.3,65202,2,0
Male,White,38,High School,14.0,22.9,1.1,Urban,69.6,95651,1,1
Female,White,38,Masters,6.2,58.6,1.6,Suburban,16.0,80753,2,0
Male,Hispanic,51,High School,3.1,33.3,2.1,Rural,77.5,70654,4,0
Male,White,23,Bachelors,7.9,43.9,4.2,Rural,62.4,94367,2,1
Female,Black,43,Bachelors,14.2,61.7,1.8,Urban,47.8,99776,1,0
Female,White,41,Bachelors,0.8,22.0,2.0,Urban,88.3,77361,2,0
Male,White,25,Masters,6.9,17.0,2.1,Urban,86.3,90528,2,1
Female,Black,30,High School,12.6,84.5,4.0,Urban,13.4,111104,2,0
Female,Hispanic,47,High School,2.3,0.0,3.3,Urban,23.8,78747,3,0
Male,Black,55,Bachelors,12.1,23.6,1.1,Urban,95.1,91834,2,1
Female,White,34,High School,0.4,84.3,3.7,Rural,46.1,80040,2,0
Male,Black,40,High School,15.6,15.9,3.9,Urban,16.6,102423,1,0
Female,White,28,Bachelors,3.6,56.6,3.7,Suburban,49.2,81940,1,0
Female,White,22,Masters,11.1,82.9,4.1,Urban,81.3,91233,3,1
Male,Hispanic,23,PhD,3.3,20.4,5.0,Urban,72.5,88846,3,0
Male,White,41,High School,4.2,57.6,1.8,Suburban,74.2,92184,1,1
Female,Hispanic,22,Bachelors,2.9,59.8,2.1,Urban,13.1,82497,3,0
Female,Hispanic,46,Masters,8.6,51.7,1.0,Suburban,6.4,82588,3,0
Female,Asian,43,Bachelors,1.6,38.8,2.2,Urban,48.9,63549,4,0
Female,Hispanic,35,Bachelors,8.5,34.7,2.1,Urban,23.8,85265,3,0
Male,White,28,Bachelors,14.3,62.9,2.0,Urban,3.7,87380,1,0
Female,White,22,Masters,1.6,60.4,2.3,Urban,65.8,67428,1,0
Male,White,48,PhD,0.5,42.5,2.4,Suburban,100.0,88079,1,1
Male,Black,27,Bachelors,1.2,48.2,1.9,Suburban,40.0,77922,1,0
Female,White,37,High School,1.4,89.0,2.2,Urban,69.1,81694,1,0
Male,Black,45,Bachelors,2.7,12.8,1.3,Suburban,88.5,84648,1,0
Male,White,33,High School,7.3,37.0,2.9,Rural,91.7,90421,2,1
Female,Asian,23,High School,5.2,36.7,3.4,Urban,58.3,75445,4,0
Female,White,31,Bachelors,1.4,30.3,4.3,Suburban,77.8,81008,2,0
Female,White,47,Masters,9.2,36.8,3.5,Urban,98.9,86406,1,1
Female,Asian,26,Masters,7.9,31.7,1.3,Suburban,17.8,86439,4,0
Female,Black,29,Masters,3.4,92.8,2.5,Suburban,14.3,81690,1,0
Male,White,42,Masters,0.7,31.1,2.6,Urban,57.3,76091,2,1
Male,Black,44,Masters,2.4,91.5,2.2,Rural,83.0,85076,1,1
Female,Hispanic,57,High School,3.3,51.9,1.0,Urban,71.4,83177,3,0
Female,White,48,PhD,0.1,49.9,1.1,Rural,75.1,76344,3,0
Male,White,32,High School,21.6,37.2,5.0,Rural,23.8,120921,2,1
Male,Black,44,High School,0.2,9.2,2.9,Rural,57.1,75386,1,0
Male,Hispanic,35,Masters,0.6,29.5,2.6,Rural,53.3,78131,3,0
Male,White,33,Masters,21.4,44.2,4.3,Suburban,73.1,128401,3,1
Male,Black,51,PhD,0.9,50.9,1.5,Urban,41.8,84840,1,0
Female,Black,42,Masters,1.5,16.4,1.0,Urban,76.6,78490,1,0
Male,Black,28,PhD,4.8,61.1,2.2,Suburban,32.8,78718,1,0
Male,White,23,Masters,0.4,13.2,1.4,Urban,73.9,72246,1,0
Male,White,31,Masters,0.8,84.1,1.0,Rural,46.3,65305,4,0
Male,White,38,Bachelors,6.3,51.1,1.0,Urban,68.2,96531,1,1
Female,White,47,Bachelors,0.0,41.4,1.4,Urban,34.6,77921,3,0
Female,White,50,Masters,25.0,71.2,2.6,Suburban,19.8,123331,1,1
Male,Black,30,Masters,0.4,19.6,1.9,Rural,17.7,92875,2,0
Female,White,43,Masters,1.8,36.7,2.3,Urban,35.7,86585,1,0
Male,White,46,Masters,7.3,77.9,1.3,Urban,51.4,102841,4,1
Male,Hispanic,40,Masters,0.1,76.0,2.3,Urban,56.9,64632,3,0
Male,Asian,36,High School,4.8,0.9,2.8,Suburban,22.3,82602,4,0
Female,Black,43,Masters,1.6,41.1,1.7,Suburban,37.4,67987,2,0
Female,White,44,Bachelors,1.9,74.6,1.0,Urban,43.6,73384,1,0
Male,Hispanic,22,Bachelors,1.3,41.5,1.1,Rural,71.5,86284,3,0
Female,Black,51,Bachelors,15.8,29.2,1.2,Urban,31.7,102499,1,0
Male,White,41,PhD,0.9,53.7,1.8,Suburban,48.7,60073,3,0
Female,White,46,Bachelors,2.6,66.5,3.8,Suburban,79.1,84041,1,1
Female,White,50,Masters,2.8,57.3,1.4,Rural,100.0,71083,1,0
Male,Black,31,High School,1.4,65.7,1.7,Rural,44.0,58112,2,0
Female,Hispanic,22,PhD,2.2,28.3,1.0,Urban,0.0,83015,4,0
Male,Hispanic,42,PhD,5.3,39.1,3.8,Rural,19.5,88594,3,0
Female,White,35,Masters,0.4,63.3,2.6,Suburban,74.7,87718,1,1
Male,Hispanic,26,Masters,18.3,70.3,3.8,Rural,62.1,114641,4,1
Female,Hispanic,39,Bachelors,10.1,16.4,2.5,Suburban,48.3,85123,4,0
Female,Asian,46,High School,14.0,74.4,4.1,Urban,4.5,98377,3,0
Female,Hispanic,44,High School,7.7,82.4,3.7,Urban,64.5,74656,3,0
Male,White,30,Bachelors,4.3,87.9,3.3,Suburban,83.1,71791,2,1
Female,Black,26,Masters,17.1,14.6,1.8,Urban,7.2,116523,1,0
Female,Hispanic,55,Bachelors,5.8,52.5,2.0,Urban,18.4,71262,3,0
Female,White,43,High School,0.3,43.4,1.0,Suburban,42.2,61828,1,0
Female,Black,43,High School,6.1,51.6,1.2,Urban,22.3,82409,1,0
Male,Asian,28,High School,10.1,39.1,2.1,Urban,100.0,98500,3,1
Male,Black,47,PhD,1.0,68.2,4.2,Suburban,72.2,66635,2,0
Female,Black,25,Masters,2.3,75.7,2.2,Urban,72.7,88089,1,0
Female,Asian,22,PhD,5.1,26.6,2.8,Suburban,17.0,94521,4,0
Male,White,52,PhD,3.7,14.7,3.5,Rural,52.7,94905,1,0
Male,White,38,Masters,7.9,43.7,1.9,Suburban,30.2,78952,1,0
Female,White,38,High School,6.0,7.3,2.3,Urban,56.6,77651,2,0
Male,Hispanic,31,Bachelors,14.8,43.6,3.2,Suburban,15.8,107538,3,0
Female,Hispanic,25,High School,1.3,26.5,1.6,Suburban,25.4,80328,4,0
Female,Black,35,Bachelors,5.5,53.2,1.6,Urban,81.8,61757,2,0
Female,Asian,22,Bachelors,2.5,52.5,2.1,Urban,37.0,71084,3,0
Female,Asian,37,Masters,17.7,32.8,1.9,Rural,87.0,114484,3,1
Male,White,44,High School,3.8,26.9,4.6,Urban,82.4,85259,1,1
Female,White,40,Masters,0.4,41.5,4.0,Suburban,76.5,66744,1,0
Male,Black,22,Masters,4.8,76.4,1.7,Urban,26.4,79687,3,0
Female,Hispanic,29,Masters,3.7,63.1,2.2,Suburban,60.2,82319,3,0
Female,Hispanic,25,Bachelors,1.7,42.0,1.0,Urban,45.9,81592,3,0
Female,Hispanic,32,High School,3.9,78.2,1.0,Urban,14.5,76267,3,0
Female,Hispanic,61,High School,1.3,7.5,3.7,Urban,81.7,66871,3,0
Male,Black,23,Masters,11.6,15.5,2.7,Urban,35.7,99814,1,0
Male,Black,26,High School,11.4,28.5,2.1,Urban,73.9,97828,1,1
Male,White,25,High School,3.5,46.9,1.5,Urban,100.0,72337,3,1
Male,Hispanic,32,Bachelors,0.3,80.8,3.8,Urban,44.6,83122,3,0
Female,Asian,50,Masters,0.1,32.9,2.1,Rural,51.2,70265,3,0
Female,White,25,Bachelors,3.5,47.9,5.0,Urban,22.7,90844,1,0
Female,Black,25,Bachelors,0.7,80.4,4.0,Rural,41.8,83334,1,0
Female,Asian,41,Bachelors,3.3,40.4,3.4,Suburban,54.5,76948,4,0
Male,Black,22,Bachelors,9.1,58.2,2.7,Urban,59.7,107022,1,0
Female,White,22,High School,0.8,46.7,2.4,Suburban,69.2,81645,4,0
Male,Black,23,Masters,4.6,60.7,3.2,Suburban,47.5,94586,2,0
Female,Hispanic,47,Masters,12.5,22.4,1.0,Rural,12.0,89828,3,0
Male,Asian,38,Bachelors,0.7,3.9,3.1,Urban,59.4,67300,3,0
Male,White,22,High School,4.4,65.7,1.0,Urban,22.8,90191,1,0
Female,Hispanic,35,Masters,1.6,44.4,1.7,Suburban,62.3,69821,4,0
Male,White,34,Bachelors,3.0,32.0,1.8,Urban,85.0,80831,3,1
Male,White,22,High School,5.2,34.9,4.5,Urban,36.6,85693,1,0
Male,White,43,Bachelors,0.2,82.1,4.0,Urban,48.5,70552,1,0
Male,White,34,High School,0.9,91.1,4.2,Rural,53.8,68377,1,1
Male,Black,45,Bachelors,8.2,38.7,2.8,Suburban,68.9,83325,1,0
Female,Asian,37,High School,7.1,34.9,2.0,Urban,24.7,85990,3,0
Female,Hispanic,23,High School,12.1,1.9,1.1,Suburban,76.6,86568,3,0
Female,Asian,36,High School,2.4,67.7,2.6,Suburban,12.2,65650,4,0
Female,Black,37,Bachelors,1.5,25.2,3.7,Rural,28.2,72204,1,0
Male,Asian,26,Bachelors,11.0,92.8,4.2,Suburban,43.9,109018,3,1
Female,Hispanic,28,Bachelors,12.5,53.6,2.6,Suburban,26.0,85364,3,0
Female,Asian,28,Bachelors,0.4,97.6,1.8,Urban,97.0,60294,3,0
Female,Black,27,High School,8.7,24.0,2.6,Suburban,76.3,87646,1,0
Male,White,34,Bachelors,12.1,76.2,4.2,Urban,44.2,113183,1,1
Male,White,41,High School,1.1,20.6,2.6,Urban,89.6,63967,1,0
Male,Hispanic,39,Masters,0.5,72.4,2.8,Rural,52.3,85620,3,0
Female,White,45,Masters,1.0,100.0,3.1,Urban,88.4,74995,1,1
Male,Hispanic,22,Masters,3.7,54.7,3.6,Suburban,46.9,73135,3,0
Female,White,41,Bachelors,1.2,41.1,1.6,Urban,67.2,64417,1,0
Male,White,30,Bachelors,12.4,29.5,3.5,Urban,75.2,93252,1,1
Female,Black,22,Masters,4.3,39.6,1.1,Urban,51.8,81748,1,0
Male,Black,42,PhD,1.4,45.5,3.5,Urban,72.8,87521,3,0
Female,Hispanic,51,Bachelors,8.1,48.4,3.1,Urban,35.1,72392,3,0
Female,White,29,Bachelors,2.2,4.4,3.5,Urban,14.1,78129,1,0
Female,Hispanic,30,Bachelors,12.5,60.7,1.0,Urban,52.8,102563,3,0
Female,White,46,Masters,3.7,49.0,1.4,Rural,62.4,90122,1,0
Male,Asian,24,Masters,5.0,93.1,3.1,Urban,65.7,81866,3,1
Female,White,46,High School,0.6,56.5,2.3,Urban,78.5,78362,1,0
Male,White,49,Masters,7.8,58.8,2.1,Urban,97.6,95560,1,1
Female,Black,53,Masters,1.7,30.0,1.3,Urban,21.1,79424,1,0
Male,Black,23,Masters,1.3,68.6,1.1,Suburban,7.8,88003,2,0
Female,Asian,37,Bachelors,3.6,68.6,4.0,Rural,66.5,79681,3,1
Male,Asian,35,Masters,1.6,20.7,2.9,Urban,72.1,81716,3,0
Male,White,47,Bachelors,3.0,49.1,1.4,Suburban,93.9,83449,2,1
Female,Hispanic,27,High School,0.3,64.9,1.0,Urban,53.8,57637,3,0
Female,White,31,Bachelors,4.2,70.6,1.4,Suburban,35.9,91818,3,0
Female,Black,34,High School,0.6,44.3,2.2,Urban,64.7,64506,2,0
Male,Asian,26,Bachelors,19.9,72.8,3.3,Urban,51.0,106908,4,1
Female,Asian,36,High School,4.8,62.7,4.2,Urban,74.6,73969,3,0
Female,White,26,Masters,3.5,54.8,1.3,Urban,81.7,68360,2,0
Male,Asian,39,High School,0.3,98.8,1.1,Suburban,52.1,82548,3,0
Male,Asian,30,Bachelors,20.9,2.0,1.0,Urban,53.0,115429,3,1
Female,Black,30,Bachelors,2.7,14.6,1.7,Rural,30.9,76479,2,0
Male,White,54,Bachelors,2.0,89.1,2.5,Urban,33.0,81387,3,0
Male,Asian,22,Masters,0.0,51.6,1.2,Urban,26.5,84281,4,0
Female,Hispanic,38,Masters,7.0,57.4,2.4,Urban,27.8,85947,4,0
Male,White,45,Masters,10.4,45.2,4.6,Suburban,60.8,105721,1,1
Male,White,28,Bachelors,3.3,24.9,5.0,Urban,28.3,84724,1,0
Male,White,25,PhD,4.9,91.1,1.7,Urban,65.7,95981,2,1
Female,Asian,32,High School,6.2,43.8,2.9,Urban,37.0,92857,3,0
Male,White,41,Bachelors,1.1,0.0,2.8,Rural,33.9,79606,1,0
Male,White,33,Bachelors,7.0,30.6,1.3,Suburban,28.9,105296,2,0
Female,Asian,27,Masters,2.9,54.8,1.7,Rural,77.2,79645,3,0
Male,Black,40,Masters,6.6,27.4,1.6,Suburban,45.0,75039,2,0
Female,White,29,Bachelors,10.8,100.0,4.5,Suburban,66.5,106853,1,1
Female,White,30,Masters,9.0,56.7,3.6,Urban,50.1,84842,1,0
Male,Asian,32,Masters,13.2,32.7,2.5,Suburban,74.0,95828,4,1
Male,Hispanic,35,PhD,7.9,20.0,1.5,Urban,21.1,90313,4,0
Female,White,36,High School,3.8,52.0,3.2,Suburban,42.4,80439,1,0
Male,Asian,22,Masters,2.2,18.4,1.0,Suburban,61.3,98554,3,1
Female,White,35,Bachelors,5.0,38.3,1.3,Rural,24.3,70313,2,0
Female,Black,32,Masters,4.9,57.5,1.6,Suburban,63.2,86095,1,0
Female,White,31,High School,6.2,37.0,3.0,Urban,58.4,74189,3,0
Male,Black,22,Masters,0.3,22.2,4.0,Rural,76.3,73513,2,0
Male,Black,24,High School,9.5,85.8,1.0,Urban,74.8,91741,1,1
Male,White,22,Masters,0.5,43.9,2.0,Rural,89.2,80685,3,1
Female,Black,58,Masters,0.2,57.5,2.5,Rural,67.5,69146,1,0
Male,Black,22,Bachelors,0.7,48.4,2.2,Rural,86.3,81960,2,0
Male,White,34,High School,2.6,79.2,1.6,Urban,53.2,82035,1,0
Male,Asian,36,High School,0.1,60.8,1.5,Urban,48.9,86167,3,0
Male,Asian,35,Bachelors,10.6,0.3,4.6,Rural,69.3,83759,3,0
Female,Black,28,Bachelors,2.0,34.2,1.8,Suburban,13.8,79263,3,0
Female,White,35,High School,9.1,55.8,4.2,Suburban,81.2,94186,1,1
Female,White,56,High School,1.3,31.5,1.9,Urban,51.4,57486,3,0
Male,Hispanic,35,High School,3.7,54.8,3.7,Urban,87.6,78465,4,1
Male,White,32,Bachelors,1.3,65.5,4.5,Suburban,43.7,74247,2,0
Male,White,31,Bachelors,0.6,48.4,3.8,Urban,52.1,63542,2,0
Female,Hispanic,37,High School,1.3,65.4,3.8,Suburban,52.0,62797,3,0
Male,White,33,Bachelors,24.7,79.5,2.3,Suburban,32.8,133589,1,1
Female,Asian,31,Bachelors,2.7,20.9,1.4,Urban,98.0,89054,3,0
Female,Asian,30,Masters,3.7,45.6,2.1,Rural,84.8,86761,4,0
Female,White,45,Bachelors,3.0,70.0,4.8,Rural,50.4,76196,2,0
Female,White,30,High School,7.5,83.5,5.0,Suburban,83.6,93050,2,1
Female,Black,27,Bachelors,3.9,13.9,1.6,Urban,90.4,78447,1,0
Male,White,48,PhD,3.4,60.8,2.4,Rural,49.4,92578,1,1
Male,Hispanic,47,High School,4.2,24.5,1.1,Urban,76.7,89849,3,0
Male,Hispanic,22,High School,7.1,24.5,1.0,Urban,10.9,75648,3,0
Male,Hispanic,47,PhD,13.5,19.9,1.0,Urban,69.1,109996,3,0
Male,Hispanic,23,Bachelors,7.4,25.4,1.0,Suburban,68.7,104970,4,0
Female,Hispanic,45,PhD,0.7,50.7,1.0,Urban,47.9,64186,3,0
Male,Hispanic,28,PhD,5.1,5.3,3.3,Urban,9.4,93168,4,0
Male,Hispanic,45,PhD,1.6,39.2,1.0,Rural,85.2,81567,4,0
Female,White,26,Bachelors,25.0,31.6,2.6,Urban,87.1,126390,1,1
Male,Hispanic,23,High School,13.2,75.6,2.3,Rural,42.4,82885,3,0
Female,White,27,PhD,0.4,26.6,1.6,Urban,63.6,76068,2,0
Female,Hispanic,30,Masters,1.2,15.1,1.0,Rural,2.0,74901,3,0
Male,Black,38,High School,1.8,40.5,3.0,Suburban,98.2,76054,1,0
Female,White,47,PhD,4.0,74.9,2.3,Urban,20.7,97433,1,0
Male,White,22,Bachelors,0.7,67.8,1.4,Urban,74.6,73940,1,0
Male,White,40,Bachelors,12.0,58.1,1.9,Urban,22.5,115762,1,1
Male,Hispanic,24,Bachelors,5.2,75.5,3.2,Urban,61.2,86677,4,0
Male,White,26,High School,17.1,55.4,3.4,Suburban,51.3,96627,1,1
Female,White,34,High School,3.6,53.0,1.5,Rural,98.3,74299,1,0
Female,Black,41,PhD,7.5,56.7,1.0,Suburban,35.6,78142,1,0
Female,Hispanic,45,Bachelors,5.8,54.1,1.8,Rural,19.3,82328,3,0
Male,White,36,Bachelors,8.4,60.7,3.3,Urban,28.0,85331,2,0
Female,Hispanic,23,Bachelors,2.2,17.2,1.2,Urban,25.1,78279,4,0
Female,Black,50,Bachelors,7.0,7.4,1.6,Rural,18.2,81132,1,0
Male,Black,40,High School,0.6,37.6,2.4,Rural,89.4,70559,1,0
Male,Hispanic,37,Masters,11.5,80.2,2.2,Urban,33.9,96243,3,0
Male,Hispanic,40,Masters,0.7,41.4,1.5,Urban,80.0,80996,3,0
Female,Asian,22,Masters,0.6,72.8,4.5,Urban,41.8,81840,3,0
Female,White,35,PhD,3.6,42.1,3.7,Urban,84.7,74719,2,0
Female,Black,27,Masters,22.0,35.1,2.2,Rural,25.2,116829,1,1
Male,Black,33,Masters,6.4,84.0,1.3,Urban,50.5,95313,3,0
Female,Hispanic,38,Bachelors,4.7,0.0,1.0,Suburban,36.2,82925,4,0
Female,Black,34,Masters,2.8,85.9,1.8,Urban,53.4,83564,1,0
Male,Asian,58,Masters,9.9,49.5,1.2,Urban,30.9,94519,3,0
Female,White,45,Bachelors,1.5,21.7,3.0,Urban,47.3,73263,2,0
Male,White,38,Bachelors,20.9,41.6,4.1,Urban,67.4,107035,1,1
Male,Asian,35,Bachelors,5.1,67.9,3.1,Urban,100.0,67346,3,0
Male,Black,43,High School,15.2,5.5,3.2,Rural,46.1,100243,1,1
Female,Black,31,High School,1.9,88.9,2.9,Urban,53.7,63918,4,0
Male,Asian,33,High School,15.1,33.5,1.3,Rural,94.3,115227,3,1
Male,White,22,Bachelors,6.6,24.7,1.3,Suburban,91.4,96852,1,1
Male,Asian,22,Masters,3.0,0.0,1.1,Urban,81.9,99274,4,0
Male,Hispanic,31,Bachelors,0.4,67.5,2.0,Rural,53.1,76949,3,0
Female,Black,31,High School,0.3,37.7,1.0,Suburban,2.4,74991,1,0
Male,White,47,Bachelors,8.4,44.8,1.0,Rural,95.4,95529,3,1
Male,White,46,Bachelors,5.4,82.0,4.7,Urban,61.9,92956,1,1
Male,Black,22,Masters,5.8,39.8,1.1,Urban,34.5,79179,1,0
Female,White,28,Bachelors,8.3,87.0,1.7,Suburban,87.5,98231,2,1
Male,Black,22,High School,8.5,39.3,1.9,Urban,50.7,85001,3,0
Male,Hispanic,29,High School,0.2,64.3,1.1,Suburban,64.2,72006,3,0
Male,White,27,Bachelors,9.4,61.7,3.3,Suburban,94.0,111801,1,1
Male,Black,25,High School,3.2,76.7,2.5,Urban,93.2,68250,1,0
Female,White,33,Masters,1.5,12.8,3.9,Suburban,87.7,73430,1,0
Male,White,41,PhD,25.0,44.0,4.5,Suburban,67.6,126231,1,1
Male,White,25,Masters,3.9,73.4,2.6,Suburban,66.4,95026,1,1
Male,Asian,40,Masters,13.8,61.3,2.2,Urban,71.8,118703,3,1
Female,Hispanic,46,Masters,0.6,51.6,1.7,Rural,54.7,78306,4,0
Male,White,25,PhD,6.0,32.1,1.5,Urban,85.8,89352,2,1
Female,White,23,Bachelors,1.6,34.6,3.4,Suburban,47.4,100174,2,0
Male,Hispanic,22,PhD,1.6,85.0,1.9,Suburban,32.3,76754,4,0
Female,Black,52,Masters,3.4,20.8,3.7,Urban,54.8,87599,1,0
Female,White,22,PhD,6.3,56.7,2.6,Suburban,95.9,79253,1,1
Female,White,44,High School,8.8,62.7,1.5,Rural,73.4,92866,1,1
Male,Asian,29,Masters,8.5,39.9,3.9,Suburban,45.8,85774,4,0
Female,Asian,49,PhD,4.1,34.9,1.0,Urban,66.7,87231,3,0
Male,Asian,27,Masters,2.2,26.3,1.8,Suburban,36.0,85852,3,0
Female,White,36,Bachelors,25.0,17.3,1.7,Urban,34.2,119964,1,1
Male,White,35,Masters,15.3,51.8,1.5,Suburban,83.9,108417,1,1
Male,Asian,44,PhD,11.1,29.3,2.9,Urban,36.0,97803,3,1
Female,White,40,Bachelors,2.8,87.2,1.7,Suburban,46.4,70112,2,0
Male,Hispanic,25,Bachelors,6.2,71.6,4.1,Suburban,9.9,93364,4,0
Female,Black,32,Bachelors,4.3,27.1,4.2,Urban,62.8,88354,1,0
Female,White,31,Bachelors,1.9,18.6,1.0,Rural,50.9,76668,1,0
Female,White,36,High School,6.6,42.9,2.0,Suburban,63.1,82519,4,0
Female,White,23,Bachelors,5.3,64.6,2.5,Urban,91.3,70684,3,1
Male,Black,42,Bachelors,9.7,84.4,1.8,Urban,38.7,102305,1,0
Male,White,26,High School,6.6,14.0,4.4,Rural,64.7,97717,1,1
Male,White,31,Bachelors,16.3,91.9,1.5,Suburban,18.5,96970,1,1
Female,Hispanic,22,High School,2.6,3.9,2.2,Suburban,59.3,83146,3,0
Male,White,32,High School,5.2,35.3,1.6,Urban,90.2,84324,3,0
Male,White,41,Masters,5.0,52.7,2.8,Urban,40.6,75866,1,0
Male,White,24,PhD,8.3,43.4,1.0,Urban,79.7,99108,2,1
Female,Hispanic,35,Masters,6.2,59.9,1.0,Urban,59.9,101942,4,0
Female,Black,29,Bachelors,9.0,44.4,2.9,Urban,69.4,82617,1,0
Male,White,35,Bachelors,3.0,54.8,3.8,Urban,52.4,75189,1,0
Male,White,37,Bachelors,0.7,86.1,1.3,Rural,19.9,67196,3,0
Male,Black,35,Bachelors,2.7,8.3,2.9,Urban,69.0,75093,1,0
Male,Black,38,PhD,4.4,72.8,5.0,Suburban,74.7,75884,2,0
Female,Hispanic,26,PhD,2.0,24.1,2.9,Urban,72.0,79230,3,0
Female,Asian,43,Masters,6.7,39.0,2.3,Suburban,56.3,82905,3,0
Female,Black,44,Masters,7.3,57.1,1.0,Rural,26.8,82722,4,0
Male,White,26,High School,0.6,6.1,1.0,Suburban,69.5,82828,1,0
Male,Hispanic,47,Bachelors,10.2,13.1,2.9,Urban,67.2,112302,3,1
Male,Hispanic,22,High School,0.6,56.8,4.6,Urban,100.0,75610,3,0
Female,White,38,Bachelors,4.7,17.0,4.1,Suburban,87.3,86171,3,0
Female,Hispanic,51,Bachelors,3.3,48.4,1.2,Urban,33.0,82516,3,0
Male,Asian,34,PhD,4.8,83.1,1.0,Suburban,71.6,87323,3,1
Female,White,41,Bachelors,5.3,48.0,2.0,Urban,84.9,94181,1,1
Female,Black,25,High School,0.9,60.2,3.7,Suburban,50.0,68919,3,0
Male,White,31,Bachelors,17.8,38.8,1.1,Rural,53.6,119160,1,1
Female,White,37,High School,9.4,49.9,5.0,Rural,46.7,79620,1,0
Male,Asian,35,PhD,4.5,50.5,1.5,Rural,55.0,99452,3,0
Male,Hispanic,22,PhD,5.0,0.0,3.0,Urban,68.2,88710,3,0
Female,Hispanic,43,High School,6.4,50.6,1.1,Suburban,38.8,80533,4,0
Male,Asian,40,Masters,7.0,7.2,1.6,Suburban,30.6,94319,3,0
Female,White,44,Bachelors,3.2,32.0,1.2,Urban,67.7,72754,1,0
Female,Black,34,Masters,0.1,27.9,2.1,Suburban,70.6,76192,4,0
Female,White,45,High School,3.4,62.9,4.2,Rural,66.6,64153,1,0
Male,White,40,High School,2.5,46.4,1.9,Suburban,83.8,90006,1,1
Male,White,22,High School,1.3,78.7,1.7,Suburban,7.5,79891,1,0
Male,White,33,Masters,11.1,44.4,3.1,Urban,25.5,97829,2,0
Male,Hispanic,33,PhD,7.0,84.6,1.9,Urban,72.2,97305,4,1
Female,Hispanic,47,Bachelors,1.5,29.8,2.0,Rural,41.2,70356,3,0
Female,White,26,Bachelors,4.2,39.9,4.7,Urban,20.7,86214,1,0
Female,White,32,Masters,5.7,51.4,4.5,Urban,73.2,92826,1,1
Male,Hispanic,34,Bachelors,0.4,55.6,3.0,Rural,32.9,66670,3,0
Female,Black,22,Bachelors,23.0,51.0,1.7,Rural,43.0,120022,2,1
Female,White,41,High School,1.2,47.7,1.6,Urban,68.1,77315,1,0
Male,Black,29,PhD,1.6,15.6,4.2,Suburban,62.3,84720,1,0
Male,White,42,Masters,1.8,19.9,2.7,Urban,80.6,75713,2,0
Female,White,55,Masters,15.0,24.8,2.7,Suburban,41.0,100930,1,0
Male,Asian,30,Bachelors,4.1,84.4,2.1,Urban,91.7,90471,3,1
Male,White,32,Bachelors,5.5,89.4,3.6,Urban,98.0,84047,2,1
Female,Black,29,High School,3.9,72.1,1.0,Suburban,21.9,82692,1,0
Female,Hispanic,34,Bachelors,3.0,13.2,1.4,Urban,79.4,68669,3,0
Female,Asian,30,Bachelors,0.3,51.6,2.0,Urban,59.4,87154,3,0
Female,White,22,Bachelors,0.6,40.2,1.0,Rural,58.1,82256,1,0
Male,White,36,Masters,0.6,30.2,2.4,Rural,43.3,78003,1,0
Female,White,33,Masters,4.4,94.4,2.5,Suburban,25.4,70513,2,0
Female,White,25,High School,6.2,89.4,1.7,Rural,30.5,92026,4,0
Female,Asian,32,Masters,0.6,84.0,2.2,Rural,56.5,67895,3,0
Female,Asian,35,Masters,13.8,54.1,4.2,Urban,49.4,102685,3,1
Female,Hispanic,46,Bachelors,2.7,56.5,1.8,Suburban,37.1,61537,4,0
Female,White,45,PhD,1.5,55.1,1.2,Urban,80.6,79249,1,0
Female,Asian,31,Bachelors,2.4,58.7,1.7,Urban,84.0,71321,3,0
Male,Black,47,Bachelors,3.2,52.9,3.0,Urban,24.6,78499,2,0
Female,Black,37,Masters,2.9,32.9,5.0,Urban,65.0,74553,2,0
Female,Asian,28,PhD,9.1,0.0,2.1,Suburban,100.0,73595,4,0
Male,White,42,PhD,0.5,29.1,2.4,Suburban,71.9,77848,1,1
Male,White,23,Bachelors,3.1,24.0,1.2,Suburban,99.7,81895,1,1
Male,Black,22,Bachelors,7.3,33.6,1.0,Rural,71.8,88624,2,0
Female,Asian,29,High School,5.2,48.2,2.8,Rural,65.3,81865,3,0
Female,White,22,Masters,0.9,83.3,1.4,Rural,27.1,84633,1,0
Female,White,37,Masters,4.1,24.4,1.2,Urban,88.1,91056,2,0
Male,Black,32,High School,1.4,100.0,3.8,Urban,70.1,85566,3,1
Male,White,42,Masters,1.3,24.5,2.6,Suburban,82.1,83640,1,1
Female,Asian,35,High School,3.9,61.2,2.5,Urban,27.2,78814,3,0
Male,White,46,Bachelors,25.0,22.3,1.1,Rural,48.3,134473,1,1
Male,Hispanic,23,Masters,25.0,16.2,1.0,Suburban,66.2,131740,3,1
Male,Asian,26,Masters,0.0,11.4,2.2,Urban,53.0,69755,3,0
Female,Hispanic,47,Masters,2.0,56.6,1.1,Urban,12.3,82306,3,0
Male,Black,37,Bachelors,2.2,71.8,3.0,Urban,18.4,80325,1,0
Female,Hispanic,33,Bachelors,0.6,5.5,2.7,Rural,50.5,74253,4,0
Male,White,29,High School,1.0,66.2,2.1,Urban,53.7,83059,4,1
Male,Hispanic,45,High School,2.1,37.5,1.0,Suburban,55.2,84183,3,0
