Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Hiring_Decision
Female,Hispanic,31,High School,0.5,65.6,70.4,1.1,Rural,57.1,65083,0
Male,White,25,Bachelors,0.7,87.3,46.7,2.4,Rural,65.8,92986,1
Male,Black,25,High School,2.9,65.9,25.5,4.3,Rural,96.1,78829,0
Female,Asian,28,Bachelors,15.8,53.7,39.8,1.6,Suburban,100.0,97783,1
Male,White,39,High School,12.7,74.8,76.9,1.4,Rural,92.0,112101,1
Female,Hispanic,50,Masters,3.7,94.0,86.1,2.8,Suburban,4.5,91357,0
Male,Asian,27,Masters,2.8,83.5,51.5,3.6,Suburban,71.2,88823,1
Male,Hispanic,41,Masters,3.3,80.7,35.0,3.0,Urban,71.0,93709,0
Female,White,41,High School,1.5,79.7,86.9,4.2,Suburban,12.2,83991,0
Female,Black,39,High School,3.4,75.1,72.7,4.1,Rural,64.9,73987,0
Female,Asian,34,Bachelors,3.2,49.9,29.9,1.2,Urban,64.2,62335,0
Male,Black,38,Masters,0.7,81.1,83.4,3.9,Urban,46.5,86253,0
Male,Black,34,Bachelors,0.3,50.9,0.0,2.1,Urban,87.4,64198,0
Male,White,44,Bachelors,6.9,94.5,65.9,2.1,Urban,88.5,101481,1
Female,White,25,Masters,7.5,36.8,36.3,2.2,Urban,56.1,87583,0
Female,Black,31,Bachelors,15.4,67.4,79.1,3.9,Urban,69.4,103298,1
Male,Asian,41,Masters,0.8,100.0,60.5,1.7,Urban,82.7,86484,1
Female,White,39,Bachelors,3.2,73.9,36.7,1.1,Urban,80.4,85312,0
Male,Hispanic,54,Bachelors,4.1,56.9,45.5,1.0,Urban,57.5,85245,0
Male,Asian,37,Masters,8.3,63.0,32.0,2.1,Urban,73.8,86593,1
Male,White,44,Bachelors,3.4,62.2,38.8,2.3,Rural,100.0,79151,1
Male,Asian,36,PhD,6.7,86.3,13.9,2.6,Rural,88.0,95338,1
Female,White,27,Masters,2.7,72.7,45.1,2.0,Suburban,54.8,81894,0
Female,Asian,40,Bachelors,4.5,34.4,58.9,2.2,Suburban,67.1,62410,0
Male,Asian,34,Bachelors,2.7,69.3,56.1,1.0,Suburban,89.3,81065,1
Male,White,22,Masters,0.9,93.4,33.8,2.6,Urban,48.3,89635,0
Female,Black,35,Bachelors,1.7,65.0,70.6,3.6,Suburban,50.5,77923,0
Female,White,44,Bachelors,0.8,97.7,100.0,2.7,Suburban,88.9,83585,1
Male,Asian,23,High School,4.7,83.2,50.7,3.1,Suburban,67.6,78291,1
Female,White,32,Masters,0.2,30.7,69.9,1.4,Suburban,74.8,66339,0
Female,White,22,Bachelors,1.1,75.2,43.1,5.0,Urban,97.8,79950,1
Male,Hispanic,38,Masters,2.1,70.6,31.5,1.3,Urban,48.7,79706,0
Male,Asian,30,Bachelors,1.6,88.6,67.7,1.3,Urban,56.6,88466,0
Female,Asian,45,Bachelors,5.3,71.8,13.0,2.2,Rural,43.1,88066,0
Female,Hispanic,44,PhD,1.8,94.0,54.2,1.0,Suburban,43.7,82167,0
Male,Black,22,High School,3.8,83.2,49.5,2.6,Rural,21.3,83974,0
Female,Asian,29,High School,5.2,76.8,70.6,1.6,Suburban,2.7,84974,0
Male,Black,36,PhD,7.4,68.4,62.2,1.9,Urban,37.4,84873,0
Female,White,29,Bachelors,4.6,70.1,69.8,1.8,Suburban,69.3,84939,0
Male,White,33,Bachelors,4.3,79.4,100.0,3.9,Suburban,58.6,97573,1
Male,Black,45,High School,0.4,51.4,64.0,4.2,Suburban,39.7,68452,0
Male,Asian,39,PhD,2.5,28.5,7.0,2.6,Urban,91.6,63266,0
Female,White,38,Bachelors,2.3,81.4,37.4,1.4,Urban,22.4,94517,0
Female,Hispanic,34,PhD,0.1,84.8,79.9,3.7,Urban,20.6,77731,0
Male,Asian,32,PhD,3.5,91.0,28.2,1.8,Urban,29.6,89385,0
Female,Black,38,PhD,3.1,78.9,71.6,1.6,Urban,53.6,75845,0
Male,White,38,Masters,5.1,49.3,50.9,2.3,Suburban,85.2,82585,1
Male,Asian,39,Masters,5.3,62.1,65.5,2.9,Urban,100.0,87420,1
Male,White,38,Bachelors,0.5,100.0,6.1,2.7,Urban,61.1,95623,1
Female,Asian,44,High School,9.2,50.1,43.1,5.0,Suburban,63.6,80566,0
Male,White,24,Bachelors,4.6,52.2,45.8,4.1,Urban,78.7,90963,1
Female,Asian,44,Bachelors,1.8,68.7,46.6,2.0,Rural,91.6,73988,0
Female,White,26,Masters,3.6,100.0,44.4,4.4,Suburban,20.8,84710,0
Female,Asian,31,High School,5.7,38.4,29.5,4.1,Urban,23.6,71744,0
Female,White,34,Masters,0.4,90.6,90.5,1.5,Suburban,49.0,89930,0
Male,White,30,Masters,0.2,82.5,88.0,2.5,Urban,32.2,92769,0
Male,Asian,37,PhD,8.8,80.2,24.3,4.1,Suburban,90.8,95995,1
Male,Black,26,PhD,10.8,100.0,67.5,1.5,Urban,83.5,103897,1
Female,White,22,Masters,5.4,67.9,55.9,3.7,Suburban,43.0,89451,0
Female,Hispanic,22,Masters,5.3,100.0,84.8,1.8,Urban,35.8,90136,0
Female,Black,30,Bachelors,1.5,58.0,83.3,3.0,Rural,17.6,69446,0
Female,Hispanic,51,High School,2.4,83.7,54.6,3.5,Urban,3.3,75074,0
Female,Black,38,Masters,6.8,79.9,70.9,1.0,Urban,25.1,86336,0
Male,Black,48,Bachelors,3.0,97.6,67.8,1.6,Urban,41.0,91954,0
Male,Black,34,Bachelors,4.6,54.9,99.5,2.0,Rural,52.7,84998,0
Female,Hispanic,31,High School,0.1,66.7,25.6,1.0,Urban,85.8,72904,0
Male,Asian,53,Bachelors,3.6,50.8,65.0,2.3,Suburban,84.4,72202,1
Female,Asian,31,Masters,0.9,63.0,7.2,3.9,Urban,32.2,74346,0
Male,Hispanic,23,Bachelors,3.3,65.9,66.3,3.1,Urban,35.3,74797,0
Female,Asian,45,Bachelors,1.5,43.7,54.4,4.2,Suburban,80.2,68634,0
Female,White,22,High School,9.2,67.1,72.6,4.1,Urban,70.2,99592,1
Female,White,41,Masters,2.0,83.0,94.3,3.5,Suburban,19.8,91521,0
Female,Hispanic,43,High School,0.8,62.4,63.4,1.0,Suburban,9.2,74734,0
Male,Hispanic,26,Bachelors,3.8,75.9,55.0,3.7,Suburban,52.0,78028,0
Male,Hispanic,46,Masters,0.9,98.4,7.6,1.0,Urban,55.0,89133,0
Male,Hispanic,38,Bachelors,5.6,60.8,60.3,3.8,Urban,46.9,90055,0
Male,Hispanic,41,Bachelors,0.4,54.3,46.8,2.8,Suburban,48.0,69392,0
Female,Black,40,Masters,2.0,94.1,31.4,4.9,Urban,56.0,82967,0
Female,Black,38,Masters,4.8,48.4,38.1,1.8,Urban,23.5,72094,0
Male,White,24,Masters,0.6,49.8,88.2,1.6,Rural,57.4,74733,1
Male,Asian,38,Bachelors,5.3,100.0,29.2,3.6,Suburban,33.7,96877,0
Male,Hispanic,38,Bachelors,0.9,64.7,31.2,1.8,Urban,79.3,76815,0
Male,Asian,40,PhD,0.4,77.8,52.0,4.2,Suburban,63.6,76327,0
Male,Asian,29,Bachelors,4.6,47.7,35.6,1.9,Urban,60.1,86137,0
Female,Hispanic,22,High School,0.4,26.4,43.6,2.9,Rural,39.6,51580,0
Female,Hispanic,24,Masters,2.5,61.4,24.8,2.1,Rural,100.0,65867,0
Male,Black,22,Masters,0.0,68.7,58.4,2.3,Urban,66.6,79589,0
Male,White,48,Masters,7.5,90.5,76.3,2.3,Urban,59.1,97070,1
Male,White,56,High School,8.5,82.0,13.1,3.4,Rural,56.1,101139,1
Female,Asian,22,PhD,21.9,84.1,46.4,1.1,Rural,11.9,110538,1
Female,Asian,42,Bachelors,3.1,70.2,80.2,2.6,Suburban,92.0,81186,0
Female,White,33,High School,4.2,46.1,53.1,3.6,Suburban,13.8,80967,0
Male,White,40,High School,2.6,46.9,37.3,2.1,Urban,34.5,77853,0
Male,White,22,Bachelors,5.6,74.4,86.6,2.3,Suburban,27.9,92542,1
Male,Hispanic,30,Masters,9.7,51.5,50.5,2.0,Urban,30.6,88138,0
Female,Asian,47,Masters,8.5,92.7,32.2,1.2,Urban,50.8,92986,0
Female,Black,37,Masters,5.0,77.3,26.0,1.0,Suburban,45.0,82180,0
Female,White,49,Bachelors,3.7,86.0,47.3,1.6,Suburban,60.2,90031,0
Female,Hispanic,31,High School,3.5,61.6,15.8,2.8,Urban,49.9,77708,0
Male,White,39,Masters,2.4,62.2,39.2,2.2,Urban,64.8,88994,0
Female,Asian,42,PhD,9.1,100.0,7.6,4.7,Urban,76.5,103101,1
Male,Hispanic,25,High School,6.6,55.5,57.9,1.1,Suburban,51.4,87498,0
Female,White,31,Masters,1.7,89.0,22.0,2.7,Urban,29.5,93669,0
Male,Asian,48,Masters,0.1,89.8,55.2,4.4,Urban,91.0,80342,1
Male,White,32,PhD,15.3,70.7,50.1,2.3,Urban,88.8,112803,1
Female,White,43,Masters,5.9,23.2,44.0,3.5,Urban,77.7,67969,0
Female,White,44,Bachelors,2.7,83.5,83.1,1.6,Urban,50.4,81820,0
Male,Asian,29,PhD,3.3,74.1,19.2,3.2,Rural,35.4,81495,0
Male,Hispanic,30,High School,7.1,52.7,42.7,3.2,Urban,87.2,84084,0
Male,Black,36,Masters,6.8,100.0,62.9,1.2,Suburban,78.2,88668,1
Male,White,36,Bachelors,6.0,68.8,21.6,4.6,Suburban,66.0,90050,1
Male,Asian,33,PhD,2.5,100.0,22.8,2.1,Urban,16.7,102435,0
Male,Hispanic,29,High School,9.4,43.5,66.0,4.7,Rural,9.0,86894,0
Female,Asian,43,PhD,2.8,90.1,59.0,1.5,Urban,57.9,80508,0
Female,White,39,PhD,6.8,98.1,22.7,1.7,Urban,72.6,101759,1
Male,Hispanic,32,PhD,2.2,69.7,51.1,1.8,Urban,32.2,83805,0
Female,Asian,33,High School,3.4,72.6,41.6,2.7,Urban,20.1,74780,0
Male,White,48,Bachelors,4.0,100.0,13.1,5.0,Rural,46.7,106951,1
Female,Black,43,Masters,13.4,100.0,81.6,2.1,Urban,18.0,112860,0
Male,Asian,50,Bachelors,3.0,37.6,5.3,4.2,Urban,100.0,78523,0
Female,White,33,Bachelors,8.2,87.3,91.7,3.3,Urban,39.9,103175,1
Male,White,29,Bachelors,7.1,70.4,91.6,2.2,Rural,36.0,94874,1
Female,White,37,Masters,3.0,91.2,1.9,3.0,Suburban,71.4,87619,0
Male,Black,48,High School,2.4,79.0,63.1,3.1,Urban,49.4,91676,0
Male,White,24,PhD,3.0,83.0,48.9,1.9,Urban,47.8,87303,1
Male,White,50,High School,1.2,81.5,41.7,1.3,Rural,71.5,91935,0
Male,White,37,Masters,5.2,53.1,84.3,1.1,Urban,14.8,90734,0
Female,Black,23,Masters,3.8,65.6,41.8,2.3,Urban,81.4,79513,0
Male,Asian,25,Masters,1.2,49.7,54.4,1.3,Rural,75.5,65296,0
Female,White,44,Bachelors,3.6,33.2,87.8,3.6,Urban,65.5,76808,0
Male,White,46,Masters,9.0,28.5,61.3,4.5,Suburban,58.7,87073,1
Female,White,37,Bachelors,1.5,91.8,39.9,4.7,Urban,72.6,87802,0
Male,White,24,Bachelors,15.0,56.2,60.5,2.3,Urban,43.2,103108,1
Female,Hispanic,35,Bachelors,14.7,62.1,41.7,4.3,Urban,52.1,93286,0
Male,Asian,42,Bachelors,1.1,74.4,23.1,3.1,Suburban,73.6,78204,0
Male,White,44,Bachelors,0.1,87.0,60.4,2.1,Rural,63.2,93011,1
Male,Asian,42,Bachelors,8.8,34.2,21.0,2.1,Rural,51.4,80774,0
Male,Asian,23,Masters,1.3,97.6,28.5,5.0,Urban,82.2,90781,1
Male,Asian,41,Bachelors,14.9,23.3,55.3,1.0,Urban,100.0,89259,1
Male,Hispanic,36,Bachelors,3.4,82.4,75.8,1.6,Urban,80.0,92509,0
Male,Hispanic,33,Masters,7.8,76.0,35.2,1.3,Urban,21.6,89791,0
Male,Asian,44,Bachelors,5.7,80.4,86.5,1.3,Urban,36.6,82064,1
Male,White,33,Masters,8.4,97.2,71.3,3.7,Urban,78.1,107884,1
Male,Black,26,Bachelors,4.9,42.8,33.7,1.4,Urban,57.6,81657,0
Female,White,62,High School,6.1,81.2,84.6,1.5,Urban,71.9,93531,1
Male,White,24,High School,8.4,51.8,19.1,2.6,Urban,86.0,99601,0
Male,White,39,Masters,0.1,38.6,15.6,2.4,Rural,58.0,76922,0
Male,Asian,48,High School,2.0,21.2,70.5,3.6,Urban,53.2,69728,0
Female,Asian,49,Masters,0.1,64.1,8.4,1.3,Urban,37.4,78594,0
Female,Hispanic,47,Bachelors,6.1,55.4,37.4,2.2,Suburban,30.1,70708,0
Female,White,22,Bachelors,3.0,90.5,58.4,4.8,Urban,44.2,77343,1
Male,White,26,Bachelors,9.6,90.1,44.7,1.7,Suburban,72.5,108567,1
Female,White,22,Masters,0.4,68.7,26.3,2.8,Urban,84.4,81572,0
Female,Asian,22,Bachelors,0.4,50.9,73.3,1.8,Urban,65.2,67342,0
Male,White,38,Bachelors,3.3,100.0,30.7,2.3,Suburban,100.0,110656,1
Female,Asian,26,High School,10.3,56.7,71.7,1.1,Urban,56.7,84719,0
Female,White,35,Masters,8.1,88.3,81.4,2.3,Urban,78.0,100523,1
Female,Asian,25,Bachelors,2.0,73.3,67.3,4.0,Urban,55.3,85299,0
Male,White,36,Bachelors,7.8,51.8,49.1,1.7,Urban,77.6,96663,1
Female,Asian,24,Masters,8.9,58.7,49.0,1.1,Rural,84.8,88407,0
Female,White,46,Bachelors,6.2,76.3,46.3,1.6,Urban,39.2,96663,0
Female,Hispanic,40,Bachelors,6.5,45.9,28.6,4.1,Urban,70.5,81717,0
Male,Hispanic,27,Masters,7.1,70.5,7.4,1.0,Rural,57.2,90443,0
Male,Hispanic,44,Masters,0.0,49.0,76.0,1.0,Urban,55.7,63056,0
Female,Hispanic,46,Masters,0.2,85.4,3.7,1.0,Urban,50.9,68778,0
Female,Asian,37,High School,12.9,83.1,35.0,1.3,Suburban,34.8,101580,0
Male,Hispanic,46,Bachelors,0.3,77.5,28.1,2.6,Suburban,84.3,78416,0
Male,Asian,42,PhD,0.2,83.8,11.1,2.2,Suburban,95.4,74646,0
Female,White,36,Masters,2.0,91.0,45.2,1.0,Urban,32.8,89704,0
Male,Asian,25,Bachelors,1.4,69.8,31.6,1.2,Urban,88.6,84906,0
Female,Black,41,High School,4.1,22.7,77.5,1.0,Suburban,54.8,63491,0
Male,White,29,Bachelors,3.3,64.2,42.8,4.1,Urban,59.6,87846,0
Female,Hispanic,47,Masters,1.0,69.7,28.2,1.0,Urban,60.6,82954,0
Male,Black,22,Masters,2.3,51.8,65.5,1.6,Urban,83.4,82910,0
Male,Hispanic,45,Masters,2.3,41.1,0.0,4.8,Rural,3.5,80925,0
Female,White,56,Bachelors,18.5,96.4,74.9,1.4,Rural,73.4,123171,1
Female,White,44,High School,1.2,82.6,74.1,3.3,Urban,92.4,79131,1
Female,Hispanic,26,High School,1.0,89.3,0.0,2.3,Rural,97.6,77198,0
Female,White,32,Masters,9.5,40.8,25.9,1.6,Urban,70.7,93177,0
Female,Black,22,PhD,3.4,99.1,33.1,1.2,Suburban,41.5,80950,0
Male,White,32,Masters,8.1,100.0,23.2,1.2,Urban,40.8,112666,1
Male,Hispanic,22,Masters,4.1,100.0,65.8,1.9,Urban,79.5,89633,1
Female,White,38,Bachelors,12.3,75.9,59.9,1.1,Urban,64.0,109877,1
Female,Black,46,Bachelors,8.6,64.9,48.7,2.6,Urban,67.7,94240,0
Male,Black,28,High School,4.1,70.8,28.1,1.0,Rural,96.0,87191,0
Female,Black,34,Bachelors,1.7,97.2,51.8,2.3,Rural,83.6,85634,0
Female,White,26,Masters,2.6,21.9,68.7,2.6,Urban,57.0,72301,0
Female,White,28,Bachelors,6.8,13.7,25.4,3.0,Urban,45.3,79035,0
Male,White,60,High School,4.3,57.4,58.4,1.1,Suburban,51.3,85354,0
Male,Hispanic,22,PhD,5.5,87.4,65.1,1.8,Urban,69.2,94713,1
Female,Black,37,Masters,2.1,81.3,58.3,1.6,Suburban,37.2,85598,0
Female,White,27,Masters,2.4,84.9,9.3,1.0,Suburban,73.2,88647,0
Female,White,31,High School,0.5,98.0,79.5,5.0,Rural,92.9,86649,1
Male,White,25,High School,4.2,59.6,66.2,4.3,Urban,47.6,95238,1
Female,White,39,Masters,21.9,56.9,72.6,3.1,Rural,19.7,114664,1
Female,Asian,32,Masters,9.2,91.1,55.4,2.1,Rural,31.7,97263,0
Female,Hispanic,47,High School,2.1,57.7,34.1,2.6,Urban,54.3,75510,0
Male,Hispanic,22,Masters,8.6,49.9,50.5,3.0,Suburban,99.4,83396,0
Male,White,22,High School,2.6,76.1,51.2,3.6,Rural,78.2,91433,1
Female,Hispanic,45,Masters,6.5,94.0,37.5,2.3,Suburban,37.1,95905,0
Male,Asian,32,PhD,5.5,90.0,30.5,1.5,Rural,53.2,91446,0
Female,Black,30,Masters,8.0,72.0,56.0,2.5,Urban,4.9,85313,0
Female,Hispanic,29,Bachelors,7.7,76.2,43.8,3.4,Rural,17.0,87411,0
Male,Hispanic,23,Bachelors,0.4,75.0,77.4,2.3,Urban,68.6,72166,0
Female,Asian,38,Bachelors,13.6,38.9,19.3,5.0,Urban,23.2,96516,0
Female,Black,38,Bachelors,9.1,66.2,24.6,1.6,Urban,3.6,82412,0
Male,White,26,Bachelors,8.6,89.3,84.8,2.5,Rural,98.4,101961,1
Female,White,22,Bachelors,15.9,84.5,22.6,3.3,Urban,90.6,117290,1
Female,Black,39,High School,3.1,32.5,27.4,1.1,Suburban,54.9,72141,0
Female,Black,36,High School,1.3,56.4,45.9,1.6,Urban,17.7,66449,0
Female,White,39,PhD,8.5,77.7,58.7,1.0,Urban,17.0,94112,0
Female,White,46,High School,9.9,50.2,68.6,3.8,Urban,75.2,91692,1
Male,Asian,35,Masters,10.6,100.0,29.5,4.5,Urban,58.4,104102,1
Male,Asian,22,Bachelors,0.1,69.9,61.6,3.1,Rural,85.0,76771,1
Female,White,51,Masters,0.7,49.7,76.0,5.0,Urban,62.9,73226,0
Female,Black,31,Masters,16.1,96.7,75.8,4.7,Suburban,39.4,109783,1
Female,White,45,PhD,9.2,88.2,4.9,1.3,Rural,38.0,107078,0
Male,Hispanic,49,Masters,4.5,71.0,1.4,3.4,Urban,54.8,81128,0
Male,Hispanic,22,High School,1.1,93.8,19.7,3.9,Urban,98.3,82760,1
Male,Asian,34,Masters,3.0,100.0,62.7,3.1,Urban,67.0,94588,1
Female,White,35,High School,0.7,47.7,31.0,2.1,Urban,36.6,75511,0
Female,Hispanic,36,Bachelors,0.2,73.5,40.3,1.8,Urban,15.4,78042,0
Male,White,22,Bachelors,0.3,52.8,25.5,4.6,Urban,49.9,79773,0
Female,Hispanic,26,Bachelors,1.6,63.0,11.3,3.2,Suburban,5.6,69644,0
Male,Asian,34,Masters,0.7,48.8,34.8,2.4,Urban,10.9,74285,0
Male,Asian,22,High School,3.6,74.1,61.8,1.7,Suburban,45.8,77288,0
Female,Asian,38,Bachelors,2.8,69.9,11.8,2.5,Rural,24.5,77125,0
Male,Asian,23,Masters,2.2,86.0,50.3,2.0,Suburban,97.5,85505,1
Male,Asian,39,Masters,0.7,90.3,8.8,1.6,Urban,54.4,91216,0
Male,Black,39,High School,14.1,71.2,86.2,4.1,Urban,0.0,104635,0
Female,White,51,Bachelors,4.8,59.0,49.7,3.0,Urban,57.3,89888,0
Male,White,33,Bachelors,4.2,65.5,10.1,3.4,Suburban,100.0,94792,1
Female,White,30,Bachelors,5.7,35.0,0.0,1.3,Rural,28.6,78130,0
Female,Black,22,High School,2.3,74.8,78.5,1.7,Suburban,4.6,78886,0
Male,White,30,High School,8.6,55.0,32.9,1.7,Suburban,70.9,94919,1
Female,White,23,High School,6.1,82.5,16.0,1.6,Rural,38.3,81123,0
Male,Black,30,Bachelors,12.5,66.1,43.9,1.9,Rural,70.1,100827,1
Male,White,38,Masters,7.9,68.8,55.8,2.3,Urban,30.1,99733,0
Female,White,31,Bachelors,6.7,81.9,23.9,3.8,Urban,63.6,94880,0
Female,Hispanic,44,High School,4.5,50.5,38.3,1.3,Rural,74.1,78584,0
Male,Hispanic,41,Masters,9.5,65.4,11.5,1.4,Urban,57.1,104552,0
Male,Black,28,PhD,2.9,97.6,63.6,3.7,Urban,87.9,83632,1
Female,Hispanic,47,Bachelors,15.8,92.3,55.8,1.6,Urban,39.3,103750,0
Female,Black,45,Masters,0.4,66.6,62.5,1.0,Urban,22.3,66270,0
Female,White,32,Bachelors,4.6,56.3,48.4,1.2,Urban,90.4,84969,0
Female,White,33,Bachelors,3.3,19.5,59.5,3.2,Urban,60.5,69607,0
Female,White,43,High School,1.2,62.8,61.5,3.4,Suburban,59.4,73490,0
Female,White,23,Masters,0.5,77.0,100.0,1.2,Urban,34.0,87065,0
Male,White,36,Masters,6.4,96.4,79.6,1.1,Rural,66.7,101024,1
Female,White,32,High School,5.0,46.3,56.5,3.1,Suburban,2.4,72652,0
Female,White,38,Bachelors,3.0,43.1,54.3,3.5,Urban,62.0,73756,0
Female,White,40,High School,4.7,82.0,100.0,4.1,Urban,70.0,87983,1
Male,Asian,23,Masters,2.0,34.2,11.8,3.4,Rural,89.2,69457,0
Female,Hispanic,22,Masters,10.3,62.9,62.8,3.0,Urban,57.3,98989,0
Female,Hispanic,45,High School,0.6,24.2,70.2,3.1,Rural,29.2,57358,0
Female,White,22,Masters,0.1,49.1,63.8,3.9,Rural,63.9,68096,0
Female,Black,22,Masters,2.8,91.3,43.9,2.9,Urban,64.2,83076,0
Female,Black,22,High School,3.4,59.8,52.4,2.1,Rural,55.7,80671,0
Female,White,42,High School,0.8,58.2,17.3,1.6,Urban,35.1,75692,0
Male,Asian,33,High School,1.0,44.3,15.9,1.7,Suburban,89.7,79461,0
Male,White,28,PhD,1.2,100.0,29.9,2.7,Urban,100.0,90815,1
Male,White,30,High School,3.0,100.0,58.2,4.0,Rural,14.9,91292,0
Female,White,22,Bachelors,0.4,64.9,84.9,1.3,Rural,45.0,69156,0
Male,Black,22,Masters,12.2,81.0,46.1,1.5,Suburban,31.9,99390,0
Female,White,22,High School,1.4,89.9,42.2,1.1,Urban,72.0,81731,0
Female,White,40,High School,1.0,77.0,67.0,3.6,Urban,52.8,78892,0
Female,Asian,30,Masters,7.1,61.6,63.7,4.2,Urban,100.0,90144,1
Female,Hispanic,54,Bachelors,0.3,79.1,44.2,1.8,Urban,66.0,70545,0
Male,White,38,Masters,0.1,72.5,21.2,2.7,Suburban,67.1,75935,0
Female,Hispanic,37,PhD,1.0,97.2,64.0,1.0,Urban,45.3,76796,0
Female,White,27,Masters,2.9,49.9,97.2,3.4,Suburban,70.0,75188,0
Male,White,22,Masters,13.4,72.5,43.3,2.4,Suburban,85.4,120795,1
Female,White,22,High School,2.7,26.5,56.5,2.8,Rural,24.7,64605,0
Female,White,44,High School,0.9,75.9,23.0,4.3,Urban,83.0,82281,0
Male,White,26,High School,1.9,82.0,0.0,1.5,Rural,76.6,85489,1
Female,White,31,PhD,3.3,75.8,69.6,3.5,Suburban,78.0,97727,0
Female,White,29,Masters,4.9,66.7,49.3,4.3,Rural,70.4,88228,1
Male,Black,32,Bachelors,3.3,76.6,66.0,3.4,Urban,72.4,86875,0
Female,Hispanic,35,Masters,4.7,80.5,25.5,3.8,Suburban,42.6,82292,0
Male,White,58,Masters,7.5,97.7,76.1,3.7,Urban,77.6,113987,1
Female,Hispanic,34,Bachelors,0.7,81.7,66.5,2.9,Rural,70.0,75578,0
Female,White,38,Bachelors,3.4,52.7,63.0,2.8,Urban,49.5,76362,0
Male,Black,31,High School,2.4,21.7,32.3,2.1,Urban,63.7,61233,0
Female,Asian,32,High School,3.6,83.8,45.9,3.8,Urban,54.4,74458,0
Female,Asian,44,High School,0.4,65.9,11.2,2.3,Suburban,14.0,75452,0
Male,Asian,25,Bachelors,13.7,85.4,75.3,3.8,Urban,68.9,104547,1
Male,Black,44,Masters,9.4,90.4,19.9,4.9,Suburban,38.4,106878,0
Male,Hispanic,42,Masters,3.5,56.8,45.7,2.9,Rural,92.6,81555,0
Male,Black,45,Masters,3.9,56.8,30.4,1.0,Urban,78.1,72396,0
Female,White,43,Masters,2.5,84.7,35.5,4.8,Suburban,80.8,87970,1
Male,White,26,PhD,2.7,69.1,54.2,1.5,Urban,100.0,85079,1
Male,Black,30,Masters,0.4,57.9,36.3,2.8,Rural,67.8,68857,0
Male,White,30,PhD,3.5,73.0,87.3,2.5,Urban,91.7,91900,1
Female,Hispanic,26,Masters,4.7,74.9,2.2,1.0,Rural,78.8,86292,0
Male,Asian,26,High School,2.7,54.7,6.8,4.2,Urban,95.5,73915,0
Male,Asian,28,Masters,4.7,66.7,68.5,1.9,Urban,41.3,75232,1
Female,Black,42,Masters,8.5,50.1,55.1,1.1,Suburban,34.6,93388,0
Male,Black,37,Bachelors,8.8,95.5,58.3,1.8,Suburban,57.3,96318,0
Male,White,38,High School,8.7,26.9,36.8,1.5,Urban,92.5,84055,1
Female,White,39,Masters,8.1,77.5,19.9,4.6,Urban,71.4,90064,1
Female,Asian,35,Bachelors,7.4,91.4,60.0,2.9,Urban,36.5,92196,0
Male,White,38,High School,14.9,55.2,71.1,1.5,Rural,36.7,114440,1
Male,White,22,Masters,1.2,53.6,33.2,1.8,Urban,47.5,86164,0
Male,Asian,55,Bachelors,1.7,75.6,53.9,1.5,Urban,61.4,80819,0
Female,Asian,44,High School,0.9,87.6,78.6,1.5,Rural,24.4,77156,0
Male,Hispanic,23,Bachelors,10.0,50.0,56.0,1.0,Rural,76.3,95768,0
Female,Asian,36,High School,6.7,53.6,36.1,1.1,Urban,51.2,82982,0
Female,White,54,Bachelors,14.7,77.8,83.3,1.2,Urban,33.8,103383,1
Female,Hispanic,35,High School,6.1,65.2,61.6,2.9,Urban,38.6,82435,0
Male,Hispanic,27,High School,1.2,53.7,3.8,1.6,Urban,54.5,70410,0
Female,Black,27,High School,0.4,86.0,71.9,3.8,Suburban,58.5,84153,0
Female,Hispanic,42,High School,6.4,32.6,36.3,3.0,Suburban,87.0,71661,0
Male,Asian,27,High School,2.4,51.7,69.3,4.3,Urban,41.8,72564,0
Female,Hispanic,45,PhD,1.1,56.7,13.9,4.4,Suburban,44.7,68487,0
Male,Black,44,Masters,18.5,79.2,38.1,1.5,Suburban,0.0,110095,0
Female,White,27,Masters,0.1,69.5,32.0,4.7,Urban,88.1,75258,0
Male,White,38,PhD,5.3,52.3,65.2,3.0,Rural,72.4,91440,1
Male,Hispanic,39,Masters,5.9,67.6,76.1,1.0,Urban,72.5,84337,0
Female,White,42,Bachelors,1.7,85.2,43.4,1.2,Rural,51.9,84056,0
Female,Asian,33,High School,12.3,62.5,81.6,1.0,Rural,81.5,97746,1
Female,Black,42,Bachelors,0.2,45.5,49.7,4.0,Urban,34.5,60230,0
Male,White,46,Masters,0.3,94.2,70.6,5.0,Suburban,79.5,87746,1
Male,White,39,Masters,2.7,57.6,8.2,3.6,Urban,63.3,83023,1
Male,Black,53,Bachelors,0.1,42.7,61.5,4.1,Urban,68.2,64191,0
Female,Hispanic,44,Masters,9.9,78.9,50.4,1.0,Urban,36.9,96681,0
Female,White,31,Masters,3.6,53.0,100.0,1.3,Urban,72.5,85245,0
Male,Hispanic,49,Masters,1.6,58.3,73.2,1.2,Urban,73.3,76064,0
Male,White,48,Bachelors,0.3,98.1,87.3,4.4,Urban,100.0,87900,1
Female,White,46,PhD,17.0,73.8,65.9,1.5,Urban,90.3,115331,1
Male,White,56,Bachelors,19.9,26.4,36.0,2.9,Rural,79.0,116297,1
