Applicant_ID,Gender,Age,Ethnicity,Income,Education_Level,Employment_Status,Credit_Score,Loan_Amount,Region,Marital_Status,Loan_Approved
A00263,Non-binary,22,White,24875.395310408465,High School,Unemployed,576,15071.139318640271,Suburban,Married,No
A00264,Female,23,Other,78102.3836633878,Master,Self-employed,685,14294.009345029128,Rural,Single,Yes
A00265,Female,47,White,72031.60090804359,Master,Self-employed,792,28394.365612507187,Urban,Single,Yes
A00266,Non-binary,48,Other,42286.95204493469,Master,Self-employed,594,19252.656527989435,Rural,Single,Yes
A00267,Non-binary,34,Asian,65031.7583599769,Master,Employed,360,24566.081293568073,Urban,Married,Yes
A00268,Female,28,Asian,81022.43495515996,PhD,Unemployed,445,12940.39795712879,Rural,Divorced,Yes
A00269,Male,37,Hispanic,43416.821550292,Master,Self-employed,825,18584.85862784816,Rural,Divorced,Yes
A00270,Male,65,White,68851.24858045614,High School,Unemployed,482,26511.804424509995,Rural,Single,Yes
A00271,Female,26,Other,77427.07351462035,Bachelor,Self-employed,614,12176.88576858993,Rural,Divorced,Yes
A00272,Male,19,Black,38579.608749370236,High School,Unemployed,335,31376.577197154944,Suburban,Divorced,No
A00273,Female,54,Black,57154.28615109704,Master,Employed,355,21012.693919005284,Suburban,Single,No
A00274,Male,18,Hispanic,66019.36753284822,PhD,Employed,340,15905.32574611374,Suburban,Married,Yes
A00275,Male,21,White,44077.36988914091,Master,Self-employed,682,21759.743632053003,Rural,Divorced,Yes
A00276,Non-binary,53,Black,42416.93601812908,Bachelor,Self-employed,468,25545.67851186428,Urban,Married,Yes
A00277,Non-binary,42,Hispanic,57299.107962744514,Master,Self-employed,470,15872.19787801743,Urban,Divorced,No
A00278,Male,20,Hispanic,76032.79433807384,Bachelor,Employed,755,16589.855815789993,Rural,Single,Yes
A00279,Male,26,White,72874.6800238422,Master,Employed,790,21245.650257411173,Rural,Married,Yes
A00280,Non-binary,39,Black,42771.74541627316,PhD,Self-employed,593,22315.103990003612,Suburban,Married,Yes
A00281,Non-binary,40,Black,73043.35770231372,High School,Self-employed,563,19007.8122280504,Rural,Divorced,Yes
A00282,Non-binary,29,Black,43281.20447666983,Bachelor,Employed,546,22011.698650783608,Suburban,Married,Yes
A00283,Female,27,Asian,27796.60404013131,High School,Self-employed,447,24267.74611651507,Suburban,Divorced,Yes
A00284,Male,51,Black,52657.128579055374,Master,Self-employed,740,20866.53868243042,Rural,Married,Yes
A00285,Non-binary,60,Other,82459.38743171471,High School,Self-employed,661,16542.62409913744,Urban,Divorced,Yes
A00286,Male,27,Asian,73119.21104282748,PhD,Employed,521,19895.315256315163,Urban,Divorced,Yes
A00287,Female,47,Asian,59968.563852536114,PhD,Employed,407,28781.197901484655,Rural,Single,Yes
A00288,Female,39,Asian,51665.89032817885,High School,Unemployed,514,21665.35108290489,Suburban,Single,Yes
A00289,Non-binary,23,Asian,52204.75727767138,High School,Unemployed,429,26201.178516374544,Suburban,Divorced,Yes
A00290,Female,67,Hispanic,62175.69811721592,PhD,Unemployed,599,17428.305949416434,Urban,Divorced,Yes
A00291,Male,19,Other,38631.25028308343,Bachelor,Unemployed,734,21313.204851064387,Suburban,Divorced,Yes
A00292,Non-binary,47,White,53037.85309597405,Bachelor,Self-employed,661,23971.57521225773,Urban,Single,Yes
A00293,Male,19,Black,55688.610772804626,PhD,Employed,523,27488.788393657043,Rural,Single,Yes
A00294,Male,49,Asian,32978.510830970044,PhD,Employed,786,26137.943648697463,Rural,Married,Yes
A00295,Female,59,White,43231.0349820485,Bachelor,Unemployed,673,14403.66348442284,Suburban,Divorced,Yes
A00296,Female,33,Hispanic,68210.13582972763,High School,Self-employed,407,25759.261879284008,Rural,Married,Yes
A00297,Female,29,White,60190.23679881988,High School,Employed,650,28430.001224067146,Rural,Single,Yes
A00298,Female,18,Asian,53824.76417613234,Master,Employed,722,17125.52758581692,Suburban,Divorced,Yes
A00299,Female,25,Other,41771.45124924072,Bachelor,Self-employed,691,15527.665101308117,Suburban,Married,Yes
A00300,Non-binary,65,White,91536.99651178434,PhD,Self-employed,375,19877.826917190006,Urban,Married,Yes
A00301,Male,67,Asian,43240.41570641363,Master,Unemployed,549,20897.48851541528,Rural,Divorced,Yes
A00302,Male,30,Asian,65031.85614523475,High School,Unemployed,540,18249.65419245945,Rural,Married,Yes
A00303,Male,32,Black,50242.61823852409,Bachelor,Self-employed,525,14066.32588811217,Suburban,Married,No
A00304,Male,61,Black,60725.5858527667,Master,Employed,772,27362.03007039089,Rural,Single,Yes
A00305,Female,25,Other,69152.19483880745,High School,Self-employed,562,15700.196520322574,Urban,Single,Yes
A00306,Male,27,Black,32594.86821584228,PhD,Self-employed,314,17465.362127991262,Urban,Married,No
A00307,Non-binary,63,Other,59867.67511693024,High School,Employed,640,20545.62726382681,Suburban,Married,Yes
A00308,Non-binary,22,Hispanic,83814.57297959691,High School,Employed,795,12637.59951453287,Rural,Divorced,Yes
A00309,Male,67,Hispanic,95230.03786984006,Bachelor,Unemployed,740,12255.529491521014,Urban,Single,Yes
A00310,Male,36,Black,57399.72053489738,PhD,Self-employed,849,17841.571500342183,Rural,Divorced,Yes
A00311,Non-binary,64,Hispanic,60833.62414433817,Bachelor,Unemployed,336,24128.15092304544,Suburban,Divorced,Yes
A00312,Non-binary,55,White,104226.66057203067,PhD,Self-employed,474,20940.017565241968,Suburban,Single,Yes
A00313,Female,28,White,82698.48563198396,Master,Self-employed,735,9703.020202396207,Rural,Married,Yes
A00314,Non-binary,60,White,47654.30861489562,High School,Employed,592,26947.417537581794,Urban,Married,Yes
A00315,Female,37,Hispanic,47620.33098227754,Bachelor,Self-employed,600,23987.046841859534,Suburban,Divorced,Yes
A00316,Female,37,White,79130.98923574536,PhD,Self-employed,638,20955.069127304614,Rural,Divorced,Yes
A00317,Female,38,Other,39779.257399085385,Bachelor,Employed,322,20820.970328056464,Rural,Married,Yes
A00318,Female,35,Asian,81754.53502677707,High School,Employed,649,23367.081137091307,Urban,Divorced,Yes
A00319,Female,67,Black,66685.99927502016,High School,Employed,365,31631.59428920137,Suburban,Married,Yes
A00320,Male,27,Other,70354.41528054145,Master,Self-employed,694,24402.620991536805,Rural,Single,Yes
A00321,Non-binary,51,White,54865.32393039893,PhD,Employed,732,21480.837799365432,Suburban,Single,Yes
A00322,Female,43,Asian,47403.5039150718,PhD,Self-employed,328,13864.49493455923,Suburban,Married,No
A00323,Non-binary,47,Black,89239.8566173664,Master,Unemployed,382,20822.59516031066,Suburban,Divorced,Yes
A00324,Non-binary,26,Other,55065.2543889305,Master,Employed,775,23866.560870765625,Rural,Single,Yes
A00325,Female,63,Black,51781.298468522764,PhD,Unemployed,734,19424.079381270654,Rural,Married,Yes
A00326,Male,68,Hispanic,58397.258642403816,PhD,Unemployed,432,17386.07245563425,Urban,Married,No
A00327,Female,48,White,63860.442654358856,Bachelor,Employed,414,22768.228921182337,Urban,Divorced,Yes
A00328,Male,59,Other,39383.49746561103,PhD,Employed,333,15059.712157245634,Suburban,Divorced,No
A00329,Non-binary,21,Other,48702.57011586177,Bachelor,Self-employed,377,24339.818437067865,Rural,Divorced,Yes
A00330,Male,23,Asian,47639.35852187884,Bachelor,Employed,574,17822.1828122363,Suburban,Single,Yes
A00331,Male,31,Asian,76905.60609213696,Bachelor,Unemployed,643,9387.68478297316,Rural,Single,Yes
A00332,Male,21,Asian,42280.74864000222,Bachelor,Unemployed,380,17726.23017245155,Rural,Single,No
A00333,Non-binary,43,Black,24884.642844838927,High School,Unemployed,371,19714.376260711666,Suburban,Married,No
A00334,Non-binary,64,White,20658.108741876917,Master,Self-employed,444,22762.469291697995,Urban,Married,No
A00335,Male,65,Black,30592.397306485655,Master,Self-employed,337,22185.255993005234,Rural,Married,Yes
A00336,Male,56,White,87230.76405696223,PhD,Employed,773,13547.747175867393,Suburban,Single,Yes
A00337,Female,34,Other,60324.13198968103,Master,Employed,470,20610.4701625673,Urban,Married,Yes
A00338,Male,36,Black,70024.98173614405,Master,Employed,339,17329.974800758697,Urban,Married,Yes
A00339,Female,68,Black,70729.75454242658,High School,Unemployed,472,18198.893655499058,Rural,Single,Yes
A00340,Male,66,Black,61123.678367846405,Bachelor,Unemployed,723,15008.839522529262,Suburban,Married,Yes
A00341,Female,23,Hispanic,58504.37406697383,Bachelor,Unemployed,498,19745.46498192035,Urban,Single,Yes
A00342,Non-binary,46,White,80890.52859636281,Bachelor,Employed,521,35662.17347428923,Rural,Married,Yes
A00343,Male,28,White,62919.918286252796,Master,Employed,749,29282.211577919024,Suburban,Divorced,Yes
A00344,Male,33,Black,87981.94958526829,Master,Unemployed,727,15006.471570722344,Rural,Single,Yes
A00345,Male,47,Hispanic,72416.59890579732,PhD,Employed,747,20329.721680020037,Suburban,Married,Yes
A00346,Male,42,Black,47644.07453037944,High School,Self-employed,731,18430.071982804606,Rural,Married,Yes
A00347,Female,57,White,50057.319522601276,High School,Employed,621,20710.133284828808,Rural,Divorced,Yes
A00348,Male,28,Other,45450.70387091441,PhD,Unemployed,451,24581.545532517295,Suburban,Divorced,No
A00349,Non-binary,24,Hispanic,84350.9604390143,PhD,Employed,344,19353.3877378613,Rural,Married,Yes
A00350,Non-binary,43,Hispanic,51898.98094108894,PhD,Self-employed,623,16438.844626690923,Suburban,Divorced,Yes
A00351,Male,39,Black,44030.54406400735,Bachelor,Unemployed,711,25782.420275593173,Urban,Divorced,Yes
A00352,Non-binary,42,Other,66395.5608225364,Bachelor,Employed,560,13829.838737721751,Urban,Divorced,Yes
A00353,Male,36,White,58056.657872549935,Bachelor,Employed,518,20946.51929310221,Rural,Divorced,Yes
A00354,Male,48,Asian,65891.37025150328,Bachelor,Employed,346,12569.484752142791,Suburban,Married,Yes
A00355,Non-binary,43,White,97796.27807787686,PhD,Employed,602,14869.634203130658,Urban,Divorced,Yes
A00356,Male,59,White,78261.4161185772,PhD,Self-employed,489,23723.94391682106,Suburban,Divorced,Yes
A00357,Non-binary,58,Other,60540.21108603813,PhD,Employed,635,16603.04282475024,Urban,Single,Yes
A00358,Female,53,Hispanic,31831.532315879827,Bachelor,Employed,519,10617.191450983311,Suburban,Divorced,Yes
A00359,Male,40,White,50000.75005582729,Bachelor,Unemployed,418,16386.547717043773,Suburban,Married,Yes
A00360,Female,64,Hispanic,74220.92205090605,Master,Self-employed,381,15851.145146937743,Urban,Single,Yes
A00361,Non-binary,30,Other,36579.17920676367,PhD,Unemployed,312,13688.171136504501,Urban,Divorced,Yes
A00362,Female,42,Other,102819.40592660708,High School,Self-employed,777,22750.433570377158,Rural,Single,Yes
A00363,Female,19,Black,60288.331252710974,High School,Employed,598,12265.93659219018,Suburban,Single,No
A00364,Non-binary,19,Asian,60976.9678641897,Master,Self-employed,391,17060.312590616963,Rural,Married,Yes
A00365,Female,33,Other,46667.09614084044,Bachelor,Unemployed,575,20667.039193817942,Urban,Married,Yes
A00366,Female,26,Other,69934.75513551437,PhD,Employed,603,18286.050494886113,Urban,Divorced,Yes
A00367,Non-binary,45,Hispanic,36839.96386955536,Bachelor,Unemployed,572,17979.046931935227,Suburban,Single,No
A00368,Female,30,Other,103297.85178202915,Bachelor,Unemployed,711,16386.469321486227,Suburban,Single,Yes
A00369,Non-binary,52,White,86347.02609304023,High School,Self-employed,335,13906.066884380483,Urban,Single,No
A00370,Female,58,Black,79685.92890394092,High School,Employed,721,16816.195825889663,Rural,Married,Yes
A00371,Non-binary,30,Black,32191.41988420381,PhD,Unemployed,777,23287.79704685602,Suburban,Married,Yes
A00372,Non-binary,48,White,64108.265409155014,PhD,Unemployed,801,17829.77416212575,Suburban,Married,Yes
A00373,Female,38,Other,84181.72796028008,Bachelor,Self-employed,637,20834.604413856687,Rural,Married,Yes
A00374,Female,49,Asian,71862.10798715478,Bachelor,Unemployed,709,25585.59027179886,Urban,Divorced,Yes
A00375,Female,51,Other,39957.8179073245,Master,Employed,762,22999.020632529304,Urban,Divorced,Yes
A00376,Male,25,Black,46998.12489382689,Bachelor,Employed,812,13618.600690773197,Urban,Single,Yes
A00377,Male,58,Asian,50961.27723988019,Master,Self-employed,380,22239.79941173744,Urban,Divorced,Yes
A00378,Male,65,Hispanic,47931.243310227845,Bachelor,Unemployed,778,25238.347575344942,Rural,Single,Yes
A00379,Non-binary,19,Hispanic,90575.57671420615,Bachelor,Self-employed,685,17089.003726156072,Urban,Single,Yes
A00380,Female,55,Other,21579.73722353488,Bachelor,Self-employed,719,12071.87930159461,Suburban,Married,No
A00381,Non-binary,49,Other,73118.38279317673,PhD,Unemployed,739,17796.522086771536,Suburban,Married,Yes
A00382,Male,57,Asian,34153.93250143097,PhD,Employed,334,20940.278561061787,Suburban,Divorced,No
A00383,Female,45,Asian,40774.970250978644,PhD,Self-employed,800,22962.039970296122,Rural,Divorced,Yes
A00384,Non-binary,54,Other,20000.0,Master,Employed,483,17396.26847412977,Rural,Divorced,No
A00385,Female,58,Black,49018.91137682268,Master,Employed,447,9822.557721313458,Suburban,Single,Yes
A00386,Non-binary,18,Hispanic,90214.63303078427,PhD,Unemployed,563,13617.957886143828,Urban,Single,Yes
A00387,Female,58,Asian,65296.48484929556,Master,Unemployed,788,21799.604667463307,Urban,Married,Yes
A00388,Male,27,Black,36032.769060018065,PhD,Employed,581,29953.37344560722,Urban,Divorced,Yes
A00389,Male,21,Other,80342.95348758624,High School,Employed,501,19890.267939796013,Urban,Married,Yes
A00390,Female,52,White,84626.08527137371,PhD,Employed,716,26564.38647150145,Suburban,Divorced,Yes
A00391,Non-binary,27,Asian,62080.92962078171,High School,Self-employed,616,14715.22416515339,Urban,Divorced,Yes
A00392,Male,64,White,100694.9831630518,Bachelor,Employed,527,16761.806006286042,Rural,Married,Yes
A00393,Male,28,Black,76431.28249249229,Master,Self-employed,367,8298.57772470923,Urban,Single,No
A00394,Male,31,Hispanic,73653.05014585177,Master,Unemployed,779,21848.237179781492,Urban,Divorced,Yes
A00395,Female,55,Black,43932.4258566742,PhD,Unemployed,400,15531.876404152208,Suburban,Married,No
A00396,Female,29,Hispanic,72547.96971242681,Bachelor,Employed,542,22995.505065415386,Urban,Divorced,Yes
A00397,Non-binary,62,Black,64335.82555208987,Bachelor,Unemployed,389,17488.41949499164,Suburban,Single,Yes
A00398,Non-binary,34,Asian,70396.58005342053,Bachelor,Employed,426,30109.065025675132,Suburban,Married,Yes
A00399,Non-binary,33,Asian,46308.28761717339,Bachelor,Self-employed,698,28966.008232356537,Urban,Single,Yes
A00400,Female,52,White,62561.97768717974,Master,Employed,601,8483.146338237924,Suburban,Divorced,Yes
A00401,Female,19,Black,43662.76999570084,PhD,Unemployed,793,22956.054089784844,Rural,Single,Yes
A00402,Non-binary,28,Black,20000.0,PhD,Employed,720,16283.509238994986,Suburban,Divorced,Yes
A00403,Non-binary,58,White,79966.09137156767,High School,Unemployed,441,23234.432779069808,Suburban,Divorced,Yes
A00404,Female,20,Other,29952.220366209654,Master,Self-employed,552,13281.266890480361,Urban,Divorced,No
A00405,Non-binary,46,Black,62143.72929564832,High School,Unemployed,372,27206.169432219966,Urban,Married,No
A00406,Male,35,Black,66660.0425889808,Bachelor,Unemployed,513,25153.461495486757,Suburban,Single,Yes
A00407,Female,37,Black,66531.2603172611,PhD,Unemployed,678,12931.238550565124,Rural,Single,Yes
A00408,Non-binary,64,Other,54338.418528035,High School,Unemployed,598,19093.446895662164,Rural,Married,Yes
A00409,Female,31,Asian,65424.22950559947,Master,Unemployed,678,20811.98029627392,Suburban,Married,Yes
A00410,Male,51,White,69419.34139570325,PhD,Unemployed,791,23596.591414667593,Suburban,Single,Yes
A00411,Female,66,Other,74699.2963150397,Master,Employed,603,19940.25938797769,Suburban,Divorced,Yes
A00412,Female,48,Hispanic,94668.82678768525,PhD,Self-employed,797,23931.86093390036,Suburban,Single,Yes
A00413,Female,57,Hispanic,64683.883029964105,Master,Employed,536,19646.17002695374,Urban,Divorced,Yes
A00414,Female,59,Other,61280.976900354035,Master,Self-employed,529,23058.861425376836,Suburban,Divorced,Yes
A00415,Male,35,Other,41865.420692998116,PhD,Employed,306,13160.674328228817,Suburban,Single,No
A00416,Female,47,Asian,68718.92647798674,Master,Self-employed,555,19870.042263908188,Rural,Married,Yes
A00417,Female,42,Hispanic,73347.66206281137,Master,Self-employed,470,25750.61315192277,Suburban,Married,Yes
A00418,Non-binary,36,White,56153.936314367456,Bachelor,Employed,587,27055.436557534988,Suburban,Divorced,Yes
A00419,Female,25,Black,70892.25008368074,PhD,Employed,533,20865.19817472835,Suburban,Single,Yes
A00420,Non-binary,45,Black,54149.67612901316,High School,Self-employed,792,19504.324355661764,Suburban,Single,Yes
A00421,Male,25,Asian,73419.85304177848,PhD,Unemployed,510,26840.171513091187,Suburban,Married,Yes
A00422,Male,48,Asian,78252.04628059486,PhD,Self-employed,666,19495.35812131492,Rural,Single,Yes
A00423,Male,20,Hispanic,77972.55733460971,Bachelor,Unemployed,528,25722.635777196512,Urban,Married,Yes
A00424,Male,20,White,62356.88652282601,High School,Self-employed,644,19466.78338432564,Urban,Divorced,Yes
A00425,Non-binary,61,White,39200.63696765897,High School,Unemployed,376,20199.99286626443,Rural,Single,Yes
A00426,Female,39,Other,47761.73894716358,High School,Employed,759,14476.408134181944,Suburban,Single,Yes
A00427,Male,34,Asian,71903.14647769456,Master,Employed,564,13753.587214014984,Rural,Married,Yes
A00428,Female,53,Black,108976.24611480454,Master,Unemployed,803,24890.64728899911,Suburban,Divorced,Yes
A00429,Non-binary,34,Black,53185.58456935836,Master,Unemployed,544,28614.095377209287,Urban,Divorced,No
A00430,Non-binary,31,Hispanic,69116.7535677628,High School,Unemployed,728,20528.562597666973,Urban,Married,Yes
A00431,Non-binary,68,Black,48878.948850411936,PhD,Unemployed,390,19169.042466194558,Urban,Divorced,No
A00432,Male,26,White,40520.65911501799,PhD,Employed,744,25113.207887669574,Suburban,Single,Yes
A00433,Female,47,White,46473.68272845275,High School,Self-employed,532,21686.824995738996,Suburban,Single,Yes
A00434,Female,38,Asian,20000.0,High School,Employed,753,8008.387071864077,Rural,Married,Yes
